flight_number,departure/arrival_airport,departure/arrival_airport,flight_status,city_name,airport_code,departure/arrival_time_local,terminal,aircraft_model,airline_name,type,scheduled_datetime_flight,actual_datetime_flight
SV 1901,,RUH,Expected,Taif,TIF,2024-09-10 10:05+03:00,5,Airbus A321,Saudi Arabian,Departure,,
SV 760,,RUH,Expected,New Delhi,DEL,2024-09-10 10:10+03:00,4,Boeing 777-300,Saudi Arabian,Departure,,
XY 70,,RUH,Expected,Ad Dammam,DMM,2024-09-10 10:10+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 1669,,RUH,Expected,Abha,AHB,2024-09-10 10:10+03:00,5,Airbus A320,Saudi Arabian,Departure,,
F3 225,,RUH,Expected,Medina,MED,2024-09-10 10:15+03:00,5,Airbus A320,flyadeal,Departure,,
SV 1569,,RUH,Expected,Rio-Sidra,N/A,2024-09-10 10:25+03:00,5,Airbus A320,Saudi Arabian,Departure,,
XY 31,,RUH,Expected,Jeddah,JED,2024-09-10 10:30+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 263,,RUH,Expected,Istanbul,IST,2024-09-10 10:30+03:00,4,Airbus A330,Saudi Arabian,Departure,,
SV 572,,RUH,Expected,Abu Dhabi Island and Internal Islands City,AUH,2024-09-10 10:45+03:00,4,Airbus A320,Saudi Arabian,Departure,,
SV 1237,,RUH,Expected,Arar,RAE,2024-09-10 10:50+03:00,5,Airbus A321,Saudi Arabian,Departure,,
XY 203,,RUH,Expected,Dubai,DXB,2024-09-10 10:50+03:00,3,Airbus A320 NEO,flynas,Departure,,
SV 1140,,RUH,Expected,Ad Dammam,DMM,2024-09-10 11:00+03:00,5,Airbus A321,Saudi Arabian,Departure,,
SV 1029,,RUH,Expected,Jeddah,JED,2024-09-10 11:00+03:00,5,Airbus A330,Saudi Arabian,Departure,,
SV 1865,,RUH,Expected,Neyran,EAM,2024-09-10 11:05+03:00,5,Airbus A320,Saudi Arabian,Departure,,
SV 1525,,RUH,Expected,Tabuk,TUU,2024-09-10 11:10+03:00,5,Airbus A320,Saudi Arabian,Departure,,
SV 774,,RUH,Expected,Kochi,COK,2024-09-10 11:10+03:00,4,Airbus A330-300,Saudi Arabian,Departure,,
XY 135,,RUH,Expected,Neyran,EAM,2024-09-10 11:20+03:00,5,Airbus A320 NEO,flynas,Departure,,
F3 119,,RUH,Expected,Jeddah,JED,2024-09-10 11:25+03:00,5,Airbus A320,flyadeal,Departure,,
SV 1333,,RUH,Expected,Khail,HAS,2024-09-10 11:30+03:00,5,Airbus A321,Saudi Arabian,Departure,,
XY 35,,RUH,Expected,Jeddah,JED,2024-09-10 11:30+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 558,,RUH,Expected,Dubai,DXB,2024-09-10 11:30+03:00,4,Airbus A321,Saudi Arabian,Departure,,
QR 1171,,RUH,Expected,Doha,DOH,2024-09-10 11:45+03:00,3,Airbus A350-1000,Qatar Airways,Departure,,
F3 17,,RUH,Expected,Abha,AHB,2024-09-10 11:45+03:00,5,Airbus A320,flyadeal,Departure,,
ME 425,,RUH,Expected,Beirut,BEY,2024-09-10 11:50+03:00,3,Airbus A320,Middle East,Departure,,
SV 417,,RUH,Expected,Cairo,CAI,2024-09-10 11:50+03:00,4,Airbus A330,Saudi Arabian,Departure,,
XY 267,,RUH,Expected,Cairo,CAI,2024-09-10 12:00+03:00,3,Airbus A320 NEO,flynas,Departure,,
F3 607,,RUH,Expected,Cairo,CAI,2024-09-10 12:00+03:00,3,Airbus A320,flyadeal,Departure,,
XY 267,,RUH,Expected,Cairo,CAI,2024-09-10 12:00+03:00,3,Airbus A320 NEO,flynas,Departure,,
F3 607,,RUH,Expected,Cairo,CAI,2024-09-10 12:00+03:00,3,Airbus A320,flyadeal,Departure,,
SV 1031,,RUH,Expected,Jeddah,JED,2024-09-10 12:00+03:00,5,Airbus A330-300,Saudi Arabian,Departure,,
SV 1031,,RUH,Expected,Jeddah,JED,2024-09-10 12:00+03:00,5,Airbus A330-300,Saudi Arabian,Departure,,
F3 75,,RUH,Expected,Neyran,EAM,2024-09-10 12:05+03:00,5,Airbus A320,flyadeal,Departure,,
SV 633,,RUH,Expected,Amman,AMM,2024-09-10 12:05+03:00,4,Airbus A320,Saudi Arabian,Departure,,
GF 164,,RUH,Expected,Manama,BAH,2024-09-10 12:05+03:00,2,Boeing 787-9,Gulf Air,Departure,,
F3 53,,RUH,Expected,Taif,TIF,2024-09-10 12:10+03:00,5,Airbus A320,flyadeal,Departure,,
XY 205,,RUH,Expected,Dubai,DXB,2024-09-10 12:15+03:00,3,Airbus A320 NEO,flynas,Departure,,
TK 143,,RUH,Expected,Istanbul,IST,2024-09-10 12:15+03:00,3,Airbus A321,Turkish,Departure,,
XY 107,,RUH,Expected,Jazan,GIZ,2024-09-10 12:30+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 540,,RUH,Expected,Doha,DOH,2024-09-10 12:30+03:00,4,Airbus A321,Saudi Arabian,Departure,,
SV 327,,RUH,Expected,Sharm el Sheikh,SSH,2024-09-10 12:40+03:00,4,Airbus A320,Saudi Arabian,Departure,,
XY 89,,RUH,Expected,Abha,AHB,2024-09-10 12:55+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 1461,,RUH,Expected,Medina,MED,2024-09-10 13:00+03:00,5,Airbus A321,Saudi Arabian,Departure,,
MS 652,,RUH,Expected,Cairo,CAI,2024-09-10 13:00+03:00,2,Airbus A330-300,EgyptAir,Departure,,
SV 736,,RUH,Expected,Lahore,LHE,2024-09-10 13:00+03:00,4,Boeing 777,Saudi Arabian,Departure,,
SV 1172,,RUH,Expected,Ad Dammam,DMM,2024-09-10 13:00+03:00,5,Airbus A320,Saudi Arabian,Departure,,
XY 39,,RUH,Expected,Jeddah,JED,2024-09-10 13:00+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 1033,,RUH,Expected,Jeddah,JED,2024-09-10 13:00+03:00,5,Airbus A330,Saudi Arabian,Departure,,
SV 554,,RUH,Expected,Dubai,DXB,2024-09-10 13:10+03:00,4,Airbus A330,Saudi Arabian,Departure,,
XY 19,,RUH,Expected,Jeddah,JED,2024-09-10 13:10+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 1807,,RUH,Expected,Jazan,GIZ,2024-09-10 13:15+03:00,5,Airbus A320,Saudi Arabian,Departure,,
FZ 842,,RUH,Expected,Dubai,DXB,2024-09-10 13:15+03:00,2,Boeing 737,flydubai,Departure,,
SV 375,,RUH,Expected,Casablanca,CMN,2024-09-10 13:20+03:00,4,Boeing 787,Saudi Arabian,Departure,,
XY 149,,RUH,Expected,Al-Jawf,AJF,2024-09-10 13:20+03:00,5,Airbus A320 NEO,flynas,Departure,,
J9 222,,RUH,Expected,Kuwait City,KWI,2024-09-10 13:25+03:00,2,Airbus A320,Jazeera Airways,Departure,,
F3 121,,RUH,Expected,Jeddah,JED,2024-09-10 13:30+03:00,5,Airbus A320,flyadeal,Departure,,
XY 231,,RUH,Expected,Kuwait City,KWI,2024-09-10 13:35+03:00,3,Airbus A320 NEO,flynas,Departure,,
SV 1671,,RUH,Expected,Abha,AHB,2024-09-10 13:40+03:00,5,Airbus A320,Saudi Arabian,Departure,,
F3 127,,RUH,Expected,Jeddah,JED,2024-09-10 14:00+03:00,5,Airbus A320,flyadeal,Departure,,
SV 1035,,RUH,Expected,Jeddah,JED,2024-09-10 14:00+03:00,5,Boeing 777-300,Saudi Arabian,Departure,,
SV 1527,,RUH,Expected,Tabuk,TUU,2024-09-10 14:15+03:00,5,Airbus A321,Saudi Arabian,Departure,,
SV 1389,,RUH,Expected,Al-Jawf,AJF,2024-09-10 14:30+03:00,5,Airbus A320,Saudi Arabian,Departure,,
XY 85,,RUH,Expected,Abha,AHB,2024-09-10 14:35+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 1915,,RUH,Expected,Taif,TIF,2024-09-10 14:35+03:00,5,Airbus A321,Saudi Arabian,Departure,,
KU 774,,RUH,Expected,Kuwait City,KWI,2024-09-10 14:40+03:00,2,Airbus A320 NEO,Kuwait Airways,Departure,,
QR 1165,,RUH,Expected,Doha,DOH,2024-09-10 14:40+03:00,3,Airbus A350-900,Qatar Airways,Departure,,
F3 125,,RUH,Expected,Jeddah,JED,2024-09-10 14:50+03:00,5,Airbus A320,flyadeal,Departure,,
SV 637,,RUH,Expected,Amman,AMM,2024-09-10 14:50+03:00,4,Airbus A321,Saudi Arabian,Departure,,
XY 305,,RUH,Expected,Trabzon,TZX,2024-09-10 14:55+03:00,3,Airbus A320 NEO,flynas,Departure,,
SV 1150,,RUH,Expected,Ad Dammam,DMM,2024-09-10 15:00+03:00,5,Airbus A321,Saudi Arabian,Departure,,
SV 1037,,RUH,Expected,Jeddah,JED,2024-09-10 15:00+03:00,5,Airbus A321,Saudi Arabian,Departure,,
XY 21,,RUH,Expected,Jeddah,JED,2024-09-10 15:05+03:00,5,Airbus A320 NEO,flynas,Departure,,
E5 411,,RUH,Expected,Cairo,CAI,2024-09-10 15:10+03:00,2,Airbus A320,Air Arabia Egypt,Departure,,
F3 19,,RUH,Expected,Abha,AHB,2024-09-10 15:20+03:00,5,Airbus A320,flyadeal,Departure,,
F3 573,,RUH,Expected,Istanbul,IST,2024-09-10 15:25+03:00,3,Airbus A320,flyadeal,Departure,,
SV 1463,,RUH,Expected,Medina,MED,2024-09-10 15:30+03:00,5,Airbus A330-300,Saudi Arabian,Departure,,
NE 163,,RUH,Expected,Cairo,CAI,2024-09-10 15:30+03:00,2,Airbus A320,Nesma,Departure,,
XY 223,,RUH,Expected,Doha,DOH,2024-09-10 15:40+03:00,3,Airbus A320 NEO,flynas,Departure,,
CX 2078,,RUH,Expected,Jebel Ali,DWC,2024-09-10 15:45+03:00,NULL,Boeing 747-400,Cathay Pacific,Departure,,
XY 207,,RUH,Expected,Dubai,DXB,2024-09-10 15:50+03:00,3,Airbus A320 NEO,flynas,Departure,,
SV 560,,RUH,Expected,Dubai,DXB,2024-09-10 16:00+03:00,4,Airbus A330,Saudi Arabian,Departure,,
SV 560,,RUH,Expected,Dubai,DXB,2024-09-10 16:00+03:00,4,Airbus A330,Saudi Arabian,Departure,,
SV 1039,,RUH,Expected,Jeddah,JED,2024-09-10 16:00+03:00,5,Airbus A330-300,Saudi Arabian,Departure,,
SV 1039,,RUH,Expected,Jeddah,JED,2024-09-10 16:00+03:00,5,Airbus A330-300,Saudi Arabian,Departure,,
GF 190,,RUH,Expected,Manama,BAH,2024-09-10 16:00+03:00,2,Airbus A320,Gulf Air,Departure,,
GF 190,,RUH,Expected,Manama,BAH,2024-09-10 16:00+03:00,2,Airbus A320,Gulf Air,Departure,,
MS 690,,RUH,Expected,Cairo,CAI,2024-09-10 16:00+03:00,2,Boeing 737-800,EgyptAir,Departure,,
MS 690,,RUH,Expected,Cairo,CAI,2024-09-10 16:00+03:00,2,Boeing 737-800,EgyptAir,Departure,,
SV 1787,,RUH,Expected,Jazan,GIZ,2024-09-10 16:00+03:00,5,Airbus A320,Saudi Arabian,Departure,,
SV 1787,,RUH,Expected,Jazan,GIZ,2024-09-10 16:00+03:00,5,Airbus A320,Saudi Arabian,Departure,,
XY 33,,RUH,Expected,Jeddah,JED,2024-09-10 16:05+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 510,,RUH,Expected,Kuwait City,KWI,2024-09-10 16:05+03:00,4,Airbus A320,Saudi Arabian,Departure,,
SV 1675,,RUH,Expected,Abha,AHB,2024-09-10 16:10+03:00,5,Airbus A330,Saudi Arabian,Departure,,
SV 1853,,RUH,Expected,Neyran,EAM,2024-09-10 16:15+03:00,5,Airbus A321,Saudi Arabian,Departure,,
XY 271,,RUH,Expected,Cairo,CAI,2024-09-10 16:25+03:00,3,Airbus A320 NEO,flynas,Departure,,
F3 131,,RUH,Expected,Jeddah,JED,2024-09-10 16:25+03:00,5,Airbus A320,flyadeal,Departure,,
WY 684,,RUH,Expected,Muscat,MCT,2024-09-10 16:25+03:00,2,Boeing 737,Oman Air,Departure,,
J9 226,,RUH,Expected,Kuwait City,KWI,2024-09-10 16:30+03:00,2,Airbus A320,Jazeera Airways,Departure,,
XY 227,,RUH,Expected,Jebel Ali,DWC,2024-09-10 16:30+03:00,3,Airbus A320 NEO,flynas,Departure,,
EY 318,,RUH,Expected,Abu Dhabi Island and Internal Islands City,AUH,2024-09-10 16:30+03:00,3,Airbus A320,Etihad Airways,Departure,,
SV 1927,,RUH,Expected,Vadi-ed-Davasir,WAE,2024-09-10 16:35+03:00,5,Airbus A320,Saudi Arabian,Departure,,
SV 313,,RUH,Expected,Cairo,CAI,2024-09-10 16:40+03:00,4,Airbus A330,Saudi Arabian,Departure,,
F3 21,,RUH,Expected,Abha,AHB,2024-09-10 16:40+03:00,5,Airbus A320,flyadeal,Departure,,
SV 804,,RUH,Expected,Dhaka,DAC,2024-09-10 16:50+03:00,4,Boeing 777,Saudi Arabian,Departure,,
F3 179,,RUH,Expected,Ad Dammam,DMM,2024-09-10 16:50+03:00,5,Airbus A320,flyadeal,Departure,,
F3 229,,RUH,Expected,Medina,MED,2024-09-10 16:55+03:00,5,Airbus A320,flyadeal,Departure,,
F3 509,,RUH,Expected,Dubai,DXB,2024-09-10 16:55+03:00,3,Airbus A320,flyadeal,Departure,,
SV 1154,,RUH,Expected,Ad Dammam,DMM,2024-09-10 17:00+03:00,5,Airbus A320,Saudi Arabian,Departure,,
XY 133,,RUH,Expected,Khail,HAS,2024-09-10 17:00+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 1041,,RUH,Expected,Jeddah,JED,2024-09-10 17:00+03:00,5,Airbus A330-300,Saudi Arabian,Departure,,
G9 155,,RUH,Expected,Sharjah,SHJ,2024-09-10 17:00+03:00,1,Airbus A321,Air Arabia,Departure,,
W4 2992,,RUH,Expected,Vienna,VIE,2024-09-10 17:15+03:00,N/A,Airbus A320,Wizz Air Malta,Departure,,
F3 511,,RUH,Expected,Dubai,DXB,2024-09-10 17:30+03:00,3,Airbus A320,flyadeal,Departure,,
XY 788,,RUH,Expected,Medina,MED,2024-09-10 17:30+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 1703,,RUH,Expected,Al-Bakha,ABT,2024-09-10 17:30+03:00,5,Airbus A320,Saudi Arabian,Departure,,
XY 37,,RUH,Expected,Jeddah,JED,2024-09-10 17:40+03:00,5,Airbus A320 NEO,flynas,Departure,,
XY 74,,RUH,Expected,Ad Dammam,DMM,2024-09-10 17:45+03:00,5,Airbus A320 NEO,flynas,Departure,,
F3 23,,RUH,Expected,Abha,AHB,2024-09-10 17:50+03:00,5,Airbus A320,flyadeal,Departure,,
F3 137,,RUH,Expected,Jeddah,JED,2024-09-10 17:55+03:00,5,Airbus A320,flyadeal,Departure,,
SV 1393,,RUH,Expected,Al-Jawf,AJF,2024-09-10 17:55+03:00,5,Airbus A321,Saudi Arabian,Departure,,
SV 1043,,RUH,Expected,Jeddah,JED,2024-09-10 18:00+03:00,5,Boeing 777-300,Saudi Arabian,Departure,,
XY 233,,RUH,Expected,Manama,BAH,2024-09-10 18:00+03:00,3,Airbus A320 NEO,flynas,Departure,,
GF 168,,RUH,Expected,Manama,BAH,2024-09-10 18:00+03:00,2,Airbus A320,Gulf Air,Departure,,
SV 552,,RUH,Expected,Dubai,DXB,2024-09-10 18:00+03:00,4,Airbus A330,Saudi Arabian,Departure,,
SV 1335,,RUH,Expected,Khail,HAS,2024-09-10 18:10+03:00,5,Airbus A320,Saudi Arabian,Departure,,
XY 269,,RUH,Expected,Cairo,CAI,2024-09-10 18:15+03:00,3,Airbus A320 NEO,flynas,Departure,,
SV 1583,,RUH,Expected,Yanbu,YNB,2024-09-10 18:15+03:00,5,Airbus A321,Saudi Arabian,Departure,,
XY 91,,RUH,Expected,Abha,AHB,2024-09-10 18:30+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 333,,RUH,Expected,Alexandria,HBE,2024-09-10 18:35+03:00,4,Airbus A320,Saudi Arabian,Departure,,
SV 1677,,RUH,Expected,Abha,AHB,2024-09-10 18:35+03:00,5,Airbus A320,Saudi Arabian,Departure,,
KU 776,,RUH,Expected,Kuwait City,KWI,2024-09-10 18:40+03:00,2,Airbus A320 NEO,Kuwait Airways,Departure,,
F3 139,,RUH,Expected,Jeddah,JED,2024-09-10 18:45+03:00,5,Airbus A320,flyadeal,Departure,,
PR 655,,RUH,Expected,Manila,MNL,2024-09-10 18:50+03:00,2,Airbus A330-300,Philippine,Departure,,
F3 513,,RUH,Expected,Dubai,DXB,2024-09-10 18:50+03:00,3,Airbus A320,flyadeal,Departure,,
XY 209,,RUH,Expected,Dubai,DXB,2024-09-10 18:50+03:00,3,Airbus A320 NEO,flynas,Departure,,
SV 1529,,RUH,Expected,Tabuk,TUU,2024-09-10 18:50+03:00,5,Airbus A320,Saudi Arabian,Departure,,
SV 1045,,RUH,Expected,Jeddah,JED,2024-09-10 19:00+03:00,5,Airbus A330,Saudi Arabian,Departure,,
XY 59,,RUH,Expected,Jeddah,JED,2024-09-10 19:00+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 1160,,RUH,Expected,Ad Dammam,DMM,2024-09-10 19:00+03:00,5,Airbus A320,Saudi Arabian,Departure,,
XY 253,,RUH,Expected,Amman,AMM,2024-09-10 19:00+03:00,3,Airbus A320 NEO,flynas,Departure,,
SM 462,,RUH,Expected,Cairo,CAI,2024-09-10 19:10+03:00,2,Airbus A320,Air Cairo,Departure,,
SV 1229,,RUH,Expected,Arar,RAE,2024-09-10 19:10+03:00,5,Airbus A321,Saudi Arabian,Departure,,
RJ 731,,RUH,Expected,Amman,AMM,2024-09-10 19:15+03:00,2,Airbus A321,Royal Jordanian,Departure,,
SV 1905,,RUH,Expected,Taif,TIF,2024-09-10 19:15+03:00,5,Airbus A321,Saudi Arabian,Departure,,
XY 97,,RUH,Expected,Medina,MED,2024-09-10 19:20+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 1785,,RUH,Expected,Jazan,GIZ,2024-09-10 19:20+03:00,5,Airbus A320,Saudi Arabian,Departure,,
SV 1465,,RUH,Expected,Medina,MED,2024-09-10 19:35+03:00,5,Airbus A321,Saudi Arabian,Departure,,
XY 265,,RUH,Expected,Cairo,CAI,2024-09-10 19:40+03:00,3,Airbus A320 NEO,flynas,Departure,,
AI 922,,RUH,Expected,Mumbai,BOM,2024-09-10 19:40+03:00,2,Airbus A320 NEO,Air India,Departure,,
F3 143,,RUH,Expected,Jeddah,JED,2024-09-10 19:45+03:00,5,Airbus A320,flyadeal,Departure,,
SV 1297,,RUH,Expected,Gerayat,URY,2024-09-10 19:55+03:00,5,Airbus A320,Saudi Arabian,Departure,,
F3 14,,RUH,Expected,Abha,AHB,2024-09-10 08:00+03:00,5,Airbus A320,flyadeal,Arrival,,
EK 819,,RUH,Expected,Dubai,DXB,2024-09-10 08:05+03:00,2,Boeing 777-300ER,Emirates,Arrival,,
XY 216,,RUH,Expected,Dubai,DXB,2024-09-10 08:05+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 1133,,RUH,Expected,Ad Dammam,DMM,2024-09-10 08:15+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
G9 151,,RUH,Expected,Sharjah,SHJ,2024-09-10 08:20+03:00,2,Airbus A320,Air Arabia,Arrival,,
SV 1586,,RUH,Expected,Yanbu,YNB,2024-09-10 08:20+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
SV 1662,,RUH,Expected,Abha,AHB,2024-09-10 08:40+03:00,5,Airbus A330,Saudi Arabian,Arrival,,
XY 348,,RUH,Expected,Addis Ababa,ADD,2024-09-10 08:50+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 1020,,RUH,Expected,Jeddah,JED,2024-09-10 08:50+03:00,5,Airbus A330,Saudi Arabian,Arrival,,
FZ 847,,RUH,Expected,Dubai,DXB,2024-09-10 08:50+03:00,2,Boeing 737,flydubai,Arrival,,
SV 1480,,RUH,Expected,Al Qaysumah,AQI,2024-09-10 08:55+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
EY 357,,RUH,Expected,Abu Dhabi Island and Internal Islands City,AUH,2024-09-10 09:00+03:00,3,Airbus A321,Etihad Airways,Arrival,,
SV 1394,,RUH,Expected,Al-Jawf,AJF,2024-09-10 09:00+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 18,,RUH,Expected,Jeddah,JED,2024-09-10 09:05+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 1902,,RUH,Expected,Taif,TIF,2024-09-10 09:10+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
F3 102,,RUH,Expected,Jeddah,JED,2024-09-10 09:10+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 1764,,RUH,Expected,Jazan,GIZ,2024-09-10 09:10+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 1230,,RUH,Expected,Arar,RAE,2024-09-10 09:15+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 84,,RUH,Expected,Abha,AHB,2024-09-10 09:20+03:00,5,Airbus A320 NEO,flynas,Arrival,,
F3 32,,RUH,Expected,Jazan,GIZ,2024-09-10 09:30+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 1522,,RUH,Expected,Tabuk,TUU,2024-09-10 09:40+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 1022,,RUH,Expected,Jeddah,JED,2024-09-10 09:50+03:00,5,Airbus A330,Saudi Arabian,Arrival,,
XY 4,,RUH,Expected,Jeddah,JED,2024-09-10 09:55+03:00,5,Airbus A320 NEO,flynas,Arrival,,
XY 122,,RUH,Expected,Tabuk,TUU,2024-09-10 10:05+03:00,5,Airbus A320 NEO,flynas,Arrival,,
F3 104,,RUH,Expected,Jeddah,JED,2024-09-10 10:10+03:00,5,Airbus A320,flyadeal,Arrival,,
QR 1170,,RUH,Expected,Doha,DOH,2024-09-10 10:15+03:00,3,Airbus A350-1000,Qatar Airways,Arrival,,
SV 1139,,RUH,Expected,Ad Dammam,DMM,2024-09-10 10:15+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
XY 82,,RUH,Expected,Abha,AHB,2024-09-10 10:30+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 1842,,RUH,Expected,Neyran,EAM,2024-09-10 10:30+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
SV 1885,,RUH,Expected,Sharura,SHW,2024-09-10 10:35+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
XY 106,,RUH,Expected,Jazan,GIZ,2024-09-10 10:35+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 1664,,RUH,Expected,Abha,AHB,2024-09-10 10:35+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
F3 224,,RUH,Expected,Medina,MED,2024-09-10 10:40+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 1024,,RUH,Expected,Jeddah,JED,2024-09-10 10:45+03:00,5,Boeing 787,Saudi Arabian,Arrival,,
F3 204,,RUH,Expected,Tabuk,TUU,2024-09-10 10:45+03:00,5,Airbus A320,flyadeal,Arrival,,
ME 424,,RUH,Expected,Beirut,BEY,2024-09-10 10:50+03:00,3,Airbus A320,Middle East,Arrival,,
SV 1458,,RUH,Expected,Medina,MED,2024-09-10 10:50+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
GF 163,,RUH,Expected,Manama,BAH,2024-09-10 10:55+03:00,2,Boeing 787-9,Gulf Air,Arrival,,
XY 6,,RUH,Expected,Jeddah,JED,2024-09-10 11:00+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 1708,,RUH,Expected,Al-Bakha,ABT,2024-09-10 11:05+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 326,,RUH,Expected,Hyderabad,HYD,2024-09-10 11:15+03:00,3,Airbus A320 NEO,flynas,Arrival,,
TK 142,,RUH,Expected,Istanbul,IST,2024-09-10 11:15+03:00,3,Airbus A321,Turkish,Arrival,,
XY 334,,RUH,Expected,Lucknow,LKO,2024-09-10 11:20+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 563,,RUH,Expected,Dubai,N/A,2024-09-10 11:45+03:00,4,Airbus A330,Saudi Arabian,Arrival,,
XY 328,,RUH,Expected,Calicut,CCJ,2024-09-10 11:45+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 1026,,RUH,Expected,Jeddah,JED,2024-09-10 11:50+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 94,,RUH,Expected,Medina,MED,2024-09-10 11:50+03:00,5,Airbus A320 NEO,flynas,Arrival,,
MS 651,,RUH,Expected,Cairo,CAI,2024-09-10 12:00+03:00,2,Airbus A330-300,EgyptAir,Arrival,,
MS 651,,RUH,Expected,Cairo,CAI,2024-09-10 12:00+03:00,2,Airbus A330-300,EgyptAir,Arrival,,
SV 725,,RUH,Expected,Islamabad,ISB,2024-09-10 12:05+03:00,4,Boeing 777-300,Saudi Arabian,Arrival,,
SV 1272,,RUH,Expected,Burayda,ELQ,2024-09-10 12:10+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
FZ 841,,RUH,Expected,Dubai,DXB,2024-09-10 12:15+03:00,2,Boeing 737,flydubai,Arrival,,
SV 1141,,RUH,Expected,Ad Dammam,DMM,2024-09-10 12:15+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 513,,RUH,Expected,Kuwait City,KWI,2024-09-10 12:15+03:00,4,Airbus A320,Saudi Arabian,Arrival,,
XY 202,,RUH,Expected,Dubai,DXB,2024-09-10 12:20+03:00,3,Airbus A320 NEO,flynas,Arrival,,
XY 20,,RUH,Expected,Jeddah,JED,2024-09-10 12:25+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 1736,,RUH,Expected,Bisha,BHH,2024-09-10 12:30+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
J9 221,,RUH,Expected,Kuwait City,KWI,2024-09-10 12:40+03:00,2,Airbus A320,Jazeera Airways,Arrival,,
XY 226,,RUH,Expected,Doha,DOH,2024-09-10 12:45+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 1028,,RUH,Expected,Jeddah,JED,2024-09-10 12:50+03:00,5,Airbus A330-300,Saudi Arabian,Arrival,,
SV 1294,,RUH,Expected,Gerayat,URY,2024-09-10 12:50+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 71,,RUH,Expected,Ad Dammam,DMM,2024-09-10 13:10+03:00,5,Airbus A320 NEO,flynas,Arrival,,
QR 1164,,RUH,Expected,Doha,DOH,2024-09-10 13:10+03:00,3,Airbus A350-900,Qatar Airways,Arrival,,
KU 773,,RUH,Expected,Kuwait City,KWI,2024-09-10 13:20+03:00,2,Airbus A320 NEO,Kuwait Airways,Arrival,,
SV 1575,,RUH,Expected,Al Ula,ULH,2024-09-10 13:25+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
SV 1556,,RUH,Expected,Neom Bay Airport,N/A,2024-09-10 13:30+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 264,,RUH,Expected,Cairo,CAI,2024-09-10 13:35+03:00,3,Airbus A320 NEO,flynas,Arrival,,
XY 280,,RUH,Expected,Sohag,HMB,2024-09-10 13:35+03:00,3,Airbus A320 NEO,flynas,Arrival,,
XY 220,,RUH,Expected,Dubai,DXB,2024-09-10 13:35+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 1806,,RUH,Expected,Jazan,GIZ,2024-09-10 13:40+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
F3 16,,RUH,Expected,Abha,AHB,2024-09-10 13:45+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 807,,RUH,Expected,Dhaka,DAC,2024-09-10 13:45+03:00,4,Boeing 777,Saudi Arabian,Arrival,,
