flight_number,departure/arrival_airport,departure/arrival_airport,flight_status,city_name,airport_code,departure/arrival_time_local,terminal,aircraft_model,airline_name,type,scheduled_datetime_flight,actual_datetime_flight
XY 59,Riyadh King Khaled,RUH,Unknown,Jeddah,JED,2024-08-23 19:00+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-23 19:00+03:00,
SV 1229,,RUH,Unknown,Arar,RAE,2024-08-23 19:10+03:00,5,Airbus A321,Saudi Arabian,Departure,,
SV 1905,,RUH,Unknown,Taif,TIF,2024-08-23 19:15+03:00,5,Airbus A320,Saudi Arabian,Departure,,
SV 1785,Riyadh King Khaled,RUH,Unknown,Jazan,GIZ,2024-08-23 19:20+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-23 19:20+03:00,
XY 97,,RUH,Departed,Medina,MED,2024-08-23 19:20+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 1673,Riyadh King Khaled,RUH,Unknown,Abha,AHB,2024-08-23 19:30+03:00,5,Airbus A330,Saudi Arabian,Departure,2024-08-23 19:30+03:00,
SV 1465,,RUH,Departed,Medina,MED,2024-08-23 19:35+03:00,5,Airbus A320,Saudi Arabian,Departure,,
NE 165,Riyadh King Khaled,RUH,Unknown,Cairo,CAI,2024-08-23 19:40+03:00,2,Boeing 737,Nesma,Departure,2024-08-23 19:40+03:00,
XY 265,,RUH,Unknown,Cairo,CAI,2024-08-23 19:40+03:00,3,Airbus A320 (Sharklets),flynas,Departure,,
F3 143,,RUH,Unknown,Jeddah,JED,2024-08-23 19:45+03:00,5,Airbus A320,flyadeal,Departure,,
SV 1297,Riyadh King Khaled,RUH,Unknown,Gerayat,URY,2024-08-23 19:55+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-23 19:55+03:00,
XY 259,,RUH,Unknown,Istanbul,SAW,2024-08-23 19:55+03:00,3,Airbus A320 NEO,flynas,Departure,,
NP 151,Cairo ,RUH,Unknown,Cairo,CAI,2024-08-23 08:00+03:00,2,Airbus A321,Nile Air,Arrival,2024-08-23 05:15+03:00,
F3 14,,RUH,Unknown,Abha,AHB,2024-08-23 08:00+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 3434,Alexandria Borg El Arab,RUH,Unknown,Alexandria,HBE,2024-08-23 08:05+03:00,4,Airbus A321,Saudi Arabian,Arrival,2024-08-23 05:00+03:00,
EK 819,,RUH,Expected,Dubai,DXB,2024-08-23 08:05+03:00,2,Boeing 777-300,Emirates,Arrival,,
SV 1133,Ad Dammam King Fahd,RUH,Unknown,Ad Dammam,DMM,2024-08-23 08:15+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-23 07:00+03:00,
G9 151,,RUH,Unknown,Sharjah,SHJ,2024-08-23 08:20+03:00,1,Airbus A320,Air Arabia,Arrival,,
SV 1662,,RUH,Unknown,Abha,AHB,2024-08-23 08:40+03:00,5,Airbus A330,Saudi Arabian,Arrival,,
XY 348,Addis Ababa Bole,RUH,Unknown,Addis Ababa,ADD,2024-08-23 08:50+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-23 05:10+03:00,
SV 1020,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-23 08:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-23 07:00+03:00,
FZ 847,,RUH,Unknown,Dubai,DXB,2024-08-23 08:50+03:00,2,Boeing 737-800,flydubai,Arrival,,
SV 1480,,RUH,Unknown,Al Qaysumah,AQI,2024-08-23 08:55+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
SV 276,Istanbul ,RUH,Expected,Istanbul,IST,2024-08-23 08:55+03:00,4,Airbus A321 NEO,Saudi Arabian,Arrival,2024-08-23 04:30+03:00,2024-08-23 04:30+03:00
SV 1394,,RUH,Unknown,Al-Jawf,AJF,2024-08-23 09:00+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
EY 357,Abu Dhabi Island and Internal Islands City Abu Dhabi,RUH,Unknown,Abu Dhabi Island and Internal Islands City,AUH,2024-08-23 09:00+03:00,3,Airbus A321 (Sharklets),Etihad Airways,Arrival,2024-08-23 08:00+04:00,
XY 18,,RUH,Unknown,Jeddah,JED,2024-08-23 09:05+03:00,5,Airbus A320 NEO,flynas,Arrival,,
F3 102,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-23 09:10+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-23 07:30+03:00,
SV 1902,,RUH,Unknown,Taif,TIF,2024-08-23 09:10+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
SV 1764,,RUH,Unknown,Jazan,GIZ,2024-08-23 09:10+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 1230,Arar Domestic,RUH,Unknown,Arar,RAE,2024-08-23 09:15+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-23 07:30+03:00,
XY 84,,RUH,Unknown,Abha,AHB,2024-08-23 09:20+03:00,5,Airbus A320 NEO,flynas,Arrival,,
F3 32,Jazan Jizan Regional,RUH,Unknown,Jazan,GIZ,2024-08-23 09:30+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-23 07:40+03:00,
PK 753,,RUH,Unknown,Islamabad,ISB,2024-08-23 09:30+03:00,2,Boeing 777-300,Pakistan International,Arrival,,
SV 1522,,RUH,Unknown,Tabuk,TUU,2024-08-23 09:40+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-23 07:35+03:00,
SV 1022,,RUH,Unknown,Jeddah,JED,2024-08-23 09:50+03:00,5,Airbus A330,Saudi Arabian,Arrival,,
XY 4,,RUH,Unknown,Jeddah,JED,2024-08-23 09:55+03:00,5,Airbus A320 NEO,flynas,Arrival,,
RJ 736,Amman Queen Alia,RUH,Unknown,Amman,AMM,2024-08-23 09:55+03:00,2,Embraer 195,Royal Jordanian,Arrival,2024-08-23 07:45+03:00,
F3 104,,RUH,Unknown,Jeddah,JED,2024-08-23 10:10+03:00,5,Airbus A320,flyadeal,Arrival,,
XY 122,,RUH,Unknown,Tabuk,TUU,2024-08-23 10:10+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-23 08:15+03:00,
QR 1170,,RUH,Expected,Doha,DOH,2024-08-23 10:15+03:00,3,Airbus A350-900,Qatar Airways,Arrival,,
SV 1139,Ad Dammam King Fahd,RUH,Unknown,Ad Dammam,DMM,2024-08-23 10:15+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-23 09:00+03:00,
SV 1842,,RUH,Unknown,Neyran,EAM,2024-08-23 10:30+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 82,,RUH,Unknown,Abha,AHB,2024-08-23 10:30+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 1664,Abha Regional,RUH,Unknown,Abha,AHB,2024-08-23 10:35+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-23 08:50+03:00,
SV 1885,,RUH,Unknown,Sharura,SHW,2024-08-23 10:35+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
XY 106,Jazan Jizan Regional,RUH,Unknown,Jazan,GIZ,2024-08-23 10:35+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-23 08:45+03:00,
F3 224,,RUH,Expected,Medina,MED,2024-08-23 10:40+03:00,5,Airbus A320,flyadeal,Arrival,,
IX 721,Kannur International Airport,RUH,Unknown,Kannur International Airport,N/A,2024-08-23 10:40+03:00,2,Boeing 737,Air India Express,Arrival,,
F3 204,,RUH,Unknown,Tabuk,TUU,2024-08-23 10:45+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 1458,,RUH,Expected,Medina,MED,2024-08-23 10:50+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
ME 424,Beirut Rafic Hariri,RUH,Unknown,Beirut,BEY,2024-08-23 10:50+03:00,3,Airbus A321 NEO,Middle East,Arrival,2024-08-23 08:30+03:00,
SV 1024,,RUH,Unknown,Jeddah,JED,2024-08-23 10:50+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
GF 163,Manama Bahrain,RUH,Unknown,Manama,BAH,2024-08-23 10:55+03:00,2,Boeing 787-9,Gulf Air,Arrival,2024-08-23 09:40+03:00,
XY 6,,RUH,Unknown,Jeddah,JED,2024-08-23 11:00+03:00,5,Airbus A320 NEO,flynas,Arrival,,
KU 773,,RUH,Unknown,Kuwait City,KWI,2024-08-23 11:05+03:00,2,Airbus A320 NEO,Kuwait Airways,Arrival,,
SV 1708,,RUH,Unknown,Al-Bakha,ABT,2024-08-23 11:05+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-23 09:25+03:00,
XY 326,,RUH,Unknown,Hyderabad,HYD,2024-08-23 11:15+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 563,Dubai ,RUH,Unknown,Dubai,DXB,2024-08-23 11:40+03:00,4,Airbus A320,Saudi Arabian,Arrival,2024-08-23 10:40+04:00,
XY 328,,RUH,Unknown,Calicut,CCJ,2024-08-23 11:45+03:00,3,Airbus A320 NEO,flynas,Arrival,,
XY 94,,RUH,Expected,Medina,MED,2024-08-23 11:50+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 1026,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-23 11:50+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-23 10:00+03:00,
SV 725,,RUH,Unknown,Islamabad,ISB,2024-08-23 12:05+03:00,4,Boeing 777,Saudi Arabian,Arrival,,
SV 1272,,RUH,Unknown,Burayda,ELQ,2024-08-23 12:10+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-23 11:05+03:00,
SV 1141,,RUH,Unknown,Ad Dammam,DMM,2024-08-23 12:15+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
FZ 841,Dubai ,RUH,Expected,Dubai,DXB,2024-08-23 12:15+03:00,2,Boeing 737,flydubai,Arrival,2024-08-23 11:15+04:00,2024-08-23 11:54+04:00
XY 202,,RUH,Expected,Dubai,DXB,2024-08-23 12:20+03:00,3,Airbus A320 NEO,flynas,Arrival,,
XY 20,,RUH,Unknown,Jeddah,JED,2024-08-23 12:25+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 3655,Hyderabad Rajiv Gandhi,RUH,Unknown,Hyderabad,HYD,2024-08-23 12:35+03:00,4,Airbus A330,Saudi Arabian,Arrival,2024-08-23 10:00+05:30,
SV 1736,,RUH,Unknown,Bisha,BHH,2024-08-23 12:35+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
J9 221,Kuwait City Kuwait,RUH,Unknown,Kuwait City,KWI,2024-08-23 12:40+03:00,2,Airbus A320,Jazeera Airways,Arrival,2024-08-23 11:25+03:00,
F3 206,,RUH,Unknown,Tabuk,TUU,2024-08-23 12:45+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 1028,Jeddah,RUH,Unknown,Jeddah,N/A,2024-08-23 12:50+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
SV 1294,,RUH,Unknown,Gerayat,URY,2024-08-23 12:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-23 10:50+03:00,
QR 1164,,RUH,Expected,Doha,DOH,2024-08-23 13:10+03:00,3,Airbus A350-900,Qatar Airways,Arrival,,
XY 220,Dubai ,RUH,Unknown,Dubai,DXB,2024-08-23 13:35+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-23 12:40+04:00,
XY 264,,RUH,Unknown,Cairo,CAI,2024-08-23 13:35+03:00,3,Airbus A320 NEO,flynas,Arrival,,
IX 995,,RUH,Unknown,Hyderabad,HYD,2024-08-23 13:40+03:00,2,Boeing 737,Air India Express,Arrival,,
SV 1806,Jazan Jizan Regional,RUH,Unknown,Jazan,GIZ,2024-08-23 13:40+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-23 11:45+03:00,
F3 16,,RUH,Unknown,Abha,AHB,2024-08-23 13:45+03:00,5,Airbus A320,flyadeal,Arrival,,
F3 506,Dubai ,RUH,Expected,Dubai,DXB,2024-08-23 13:50+03:00,3,Airbus A320,flyadeal,Arrival,2024-08-23 12:50+04:00,2024-08-23 13:02+04:00
XY 140,,RUH,Unknown,Al-Bakha,ABT,2024-08-23 13:50+03:00,5,Airbus A320 NEO,flynas,Arrival,,
F3 226,Medina Prince Mohammad Bin Abdulaziz,RUH,Unknown,Medina,N/A,2024-08-23 13:50+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-23 12:20+03:00,2024-08-23 16:08+03:00
SV 1534,,RUH,Unknown,Tabuk,TUU,2024-08-23 13:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 1030,,RUH,Unknown,Jeddah,JED,2024-08-23 13:50+03:00,5,Boeing 777-300,Saudi Arabian,Arrival,,
SV 1900,,RUH,Unknown,Taif,TIF,2024-08-23 13:55+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-23 12:20+03:00,
F3 116,,RUH,Unknown,Jeddah,JED,2024-08-23 14:05+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 1143,Ad Dammam King Fahd,RUH,Unknown,Ad Dammam,DMM,2024-08-23 14:15+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-23 13:00+03:00,
E5 337,,RUH,Unknown,Alexandria,HBE,2024-08-23 14:20+03:00,2,Airbus A320,Air Arabia Egypt,Arrival,,
XY 324,Baku Heydar Aliyev,RUH,Unknown,Baku,GYD,2024-08-23 14:20+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-23 12:30+04:00,
XY 22,,RUH,Unknown,Jeddah,JED,2024-08-23 14:20+03:00,5,Airbus A320 NEO,flynas,Arrival,,
XY 160,Al Ula Majeed Bin Abdulaziz,RUH,Unknown,Al Ula,ULH,2024-08-23 14:25+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-23 12:50+03:00,
SV 310,,RUH,Unknown,Cairo,CAI,2024-08-23 14:25+03:00,4,Airbus A330,Saudi Arabian,Arrival,,
XY 344,,RUH,Unknown,Sarajevo,SJJ,2024-08-23 14:25+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 597,Dubai ,RUH,Expected,Dubai,DXB,2024-08-23 14:30+03:00,4,Airbus A321,Saudi Arabian,Arrival,2024-08-23 13:30+04:00,2024-08-23 13:46+04:00
SV 1510,,RUH,Unknown,Turayf,TUI,2024-08-23 14:35+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 1670,Abha Regional,RUH,Unknown,Abha,AHB,2024-08-23 14:35+03:00,5,Airbus A330,Saudi Arabian,Arrival,2024-08-23 12:45+03:00,
XY 310,,RUH,Expected,Tbilisi,TBS,2024-08-23 14:45+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 709,,RUH,Unknown,Karanchi,KHI,2024-08-23 14:45+03:00,4,Airbus A330,Saudi Arabian,Arrival,,
SV 1032,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-23 14:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-23 13:00+03:00,
SV 1332,,RUH,Unknown,Khail,HAS,2024-08-23 14:50+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
GF 189,Manama Bahrain,RUH,Unknown,Manama,BAH,2024-08-23 15:00+03:00,2,Airbus A321,Gulf Air,Arrival,2024-08-23 13:45+03:00,
XY 390,,RUH,Expected,Bodrum,BJV,2024-08-23 15:05+03:00,3,Airbus A320 NEO,flynas,Arrival,,
F3 578,,RUH,Unknown,Trabzon,TZX,2024-08-23 15:05+03:00,3,Airbus A320,flyadeal,Arrival,,
MS 689,Cairo ,RUH,Unknown,Cairo,CAI,2024-08-23 15:10+03:00,2,Boeing 737-800 (winglets),EgyptAir,Arrival,2024-08-23 12:35+03:00,
WY 683,,RUH,Unknown,Muscat,MCT,2024-08-23 15:15+03:00,2,Boeing 737-800,Oman Air,Arrival,,
EY 317,Abu Dhabi Island and Internal Islands City Abu Dhabi,RUH,Unknown,Abu Dhabi Island and Internal Islands City,AUH,2024-08-23 15:15+03:00,3,Airbus A320,Etihad Airways,Arrival,2024-08-23 14:15+04:00,
XY 136,,RUH,Unknown,Neyran,EAM,2024-08-23 15:20+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 1864,,RUH,Unknown,Neyran,EAM,2024-08-23 15:25+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-23 13:35+03:00,
XY 252,,RUH,Unknown,Amman,AMM,2024-08-23 15:25+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 573,,RUH,Unknown,Abu Dhabi Island and Internal Islands City,AUH,2024-08-23 15:25+03:00,4,Airbus A321,Saudi Arabian,Arrival,,
F3 120,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-23 15:35+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-23 13:55+03:00,
SM 461,,RUH,Unknown,Cairo,CAI,2024-08-23 15:35+03:00,2,Airbus A320,Air Cairo,Arrival,,
XY 274,Cairo ,RUH,Unknown,Cairo,CAI,2024-08-23 15:40+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-23 12:55+03:00,
F3 18,,RUH,Unknown,Abha,AHB,2024-08-23 15:40+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 1034,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-23 15:50+03:00,5,Airbus A330,Saudi Arabian,Arrival,2024-08-23 14:00+03:00,
G9 154,,RUH,Unknown,Sharjah,SHJ,2024-08-23 16:00+03:00,1,Airbus A321 NEO,Air Arabia,Arrival,,
G9 154,,RUH,Unknown,Sharjah,SHJ,2024-08-23 16:00+03:00,1,Airbus A321 NEO,Air Arabia,Arrival,,
SV 1524,,RUH,Unknown,Tabuk,TUU,2024-08-23 16:00+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-23 13:55+03:00,
SV 1524,,RUH,Unknown,Tabuk,TUU,2024-08-23 16:00+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
XY 36,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-23 16:00+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-23 14:10+03:00,
XY 36,,RUH,Unknown,Jeddah,JED,2024-08-23 16:00+03:00,5,Airbus A320 NEO,flynas,Arrival,,
ME 1422,Beirut Rafic Hariri,RUH,Unknown,Beirut,BEY,2024-08-23 16:00+03:00,3,Airbus A320,Middle East,Arrival,2024-08-23 13:40+03:00,
ME 1422,,RUH,Unknown,Beirut,BEY,2024-08-23 16:00+03:00,3,Airbus A320,Middle East,Arrival,,
F3 606,Cairo,RUH,Unknown,Cairo,N/A,2024-08-23 16:00+03:00,3,Airbus A320,flyadeal,Arrival,,
F3 606,,RUH,Unknown,Cairo,N/A,2024-08-23 16:00+03:00,3,Airbus A320,flyadeal,Arrival,,
F3 54,,RUH,Unknown,Taif,TIF,2024-08-23 16:10+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-23 14:30+03:00,
SV 1173,,RUH,Unknown,Ad Dammam,DMM,2024-08-23 16:15+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
F3 76,,RUH,Unknown,Neyran,EAM,2024-08-23 16:15+03:00,5,Airbus A320,flyadeal,Arrival,,
F3 586,Baku Heydar Aliyev,RUH,Unknown,Baku,GYD,2024-08-23 16:30+03:00,3,Airbus A320,flyadeal,Arrival,2024-08-23 13:50+04:00,
SV 541,,RUH,Expected,Doha,DOH,2024-08-23 16:35+03:00,4,Airbus A320,Saudi Arabian,Arrival,,
F3 26,Abha Regional,RUH,Unknown,Abha,AHB,2024-08-23 16:40+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-23 15:00+03:00,
XY 787,,RUH,Expected,Medina,MED,2024-08-23 16:45+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 1036,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-23 16:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-23 15:00+03:00,
XY 90,,RUH,Unknown,Abha,AHB,2024-08-23 16:55+03:00,5,Airbus A320 NEO,flynas,Arrival,,
GF 167,Manama Bahrain,RUH,Unknown,Manama,BAH,2024-08-23 17:00+03:00,2,Boeing 787-9,Gulf Air,Arrival,2024-08-23 15:45+03:00,
SV 559,,RUH,Unknown,Dubai,DXB,2024-08-23 17:05+03:00,4,Airbus A330,Saudi Arabian,Arrival,,
SV 1460,,RUH,Expected,Medina,MED,2024-08-23 17:05+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 206,Dubai ,RUH,Unknown,Dubai,DXB,2024-08-23 17:10+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-23 16:15+04:00,
F3 138,,RUH,Unknown,Jeddah,JED,2024-08-23 17:10+03:00,5,Airbus A320,flyadeal,Arrival,,
F3 542,Amman Queen Alia,RUH,Unknown,Amman,AMM,2024-08-23 17:15+03:00,3,Airbus A320,flyadeal,Arrival,2024-08-23 14:55+03:00,
XY 232,,RUH,Unknown,Kuwait City,KWI,2024-08-23 17:15+03:00,3,Airbus A320 NEO,flynas,Arrival,,
PR 654,Manila Ninoy Aquino,RUH,Expected,Manila,MNL,2024-08-23 17:20+03:00,2,Airbus A330-300,Philippine,Arrival,2024-08-23 12:35+08:00,2024-08-23 12:35+08:00
XY 286,,RUH,Unknown,Cairo,N/A,2024-08-23 17:30+03:00,3,Airbus A320 NEO,flynas,Arrival,,
NE 160,,RUH,Unknown,Cairo,CAI,2024-08-23 17:30+03:00,2,Airbus A320,Nesma,Arrival,,
XY 258,Istanbul Sabiha Gökçen,RUH,Unknown,Istanbul,SAW,2024-08-23 17:40+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-23 13:50+03:00,
SV 634,,RUH,Unknown,Amman,AMM,2024-08-23 17:45+03:00,4,Airbus A321,Saudi Arabian,Arrival,,
SV 1808,Jazan Jizan Regional,RUH,Unknown,Jazan,GIZ,2024-08-23 17:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-23 15:55+03:00,
SV 1038,,RUH,Unknown,Jeddah,JED,2024-08-23 17:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 1672,Abha Regional,RUH,Unknown,Abha,AHB,2024-08-23 17:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-23 16:05+03:00,
F3 122,,RUH,Unknown,Jeddah,JED,2024-08-23 17:55+03:00,5,Airbus A320,flyadeal,Arrival,,
EK 817,,RUH,Unknown,Dubai,DXB,2024-08-23 18:00+03:00,2,Airbus A380,Emirates,Arrival,,
F3 128,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-23 18:10+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-23 16:35+03:00,
SV 1145,,RUH,Unknown,Ad Dammam,DMM,2024-08-23 18:15+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
XY 222,Dubai ,RUH,Unknown,Dubai,DXB,2024-08-23 18:15+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-23 17:20+04:00,
XY 60,,RUH,Unknown,Jeddah,JED,2024-08-23 18:15+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 1914,,RUH,Unknown,Taif,TIF,2024-08-23 18:25+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 839,Malé ,RUH,Unknown,Malé,MLE,2024-08-23 18:25+03:00,4,Boeing 787-9,Saudi Arabian,Arrival,2024-08-23 15:25+05:00,
SV 1568,,RUH,Unknown,Rio-Sidra,N/A,2024-08-23 18:25+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 268,Cairo ,RUH,Unknown,Cairo,CAI,2024-08-23 18:30+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-23 15:45+03:00,
F3 608,,RUH,Unknown,Cairo,CAI,2024-08-23 18:30+03:00,3,Airbus A320,flyadeal,Arrival,,
XY 384,,RUH,Expected,Prague,PRG,2024-08-23 18:30+03:00,3,Airbus A320 NEO,flynas,Arrival,,
XY 86,Abha Regional,RUH,Unknown,Abha,AHB,2024-08-23 18:35+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-23 17:00+03:00,
SV 1388,,RUH,Unknown,Al-Jawf,AJF,2024-08-23 18:35+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
NE 164,Cairo ,RUH,Unknown,Cairo,CAI,2024-08-23 18:40+03:00,2,Boeing 737,Nesma,Arrival,2024-08-23 16:00+03:00,
SV 110,,RUH,Expected,London,LHR,2024-08-23 18:45+03:00,4,Boeing 777,Saudi Arabian,Arrival,,
SV 328,Sharm el Sheikh ,RUH,Unknown,Sharm el Sheikh,SSH,2024-08-23 18:45+03:00,4,Airbus A321,Saudi Arabian,Arrival,2024-08-23 16:20+03:00,
SV 418,,RUH,Unknown,Cairo,CAI,2024-08-23 18:50+03:00,4,Airbus A330,Saudi Arabian,Arrival,,
QR 1172,,RUH,Expected,Doha,DOH,2024-08-23 18:50+03:00,3,Airbus A330-200,Qatar Airways,Arrival,,
SV 1040,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-23 18:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-23 17:00+03:00,
XY 352,,RUH,Expected,Salzburg,SZG,2024-08-23 18:55+03:00,3,Airbus A320 NEO,flynas,Arrival,,
XY 218,Dubai ,RUH,Unknown,Dubai,DXB,2024-08-23 18:55+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-23 18:00+04:00,
F3 126,,RUH,Unknown,Jeddah,JED,2024-08-23 19:00+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 1526,,RUH,Unknown,Tabuk,TUU,2024-08-23 19:05+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
SV 555,Dubai ,RUH,Unknown,Dubai,DXB,2024-08-23 19:15+03:00,4,Airbus A320,Saudi Arabian,Arrival,2024-08-23 18:15+04:00,
SV 1080,,RUH,Unknown,Jeddah,JED,2024-08-23 19:20+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 196,Athens Eleftherios Venizelos,RUH,Expected,Athens,ATH,2024-08-23 19:20+03:00,4,Airbus A320,Saudi Arabian,Arrival,2024-08-23 15:15+03:00,2024-08-23 15:41+03:00
F3 20,,RUH,Unknown,Abha,AHB,2024-08-23 19:20+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 144,Paris Charles de Gaulle,RUH,Unknown,Paris,CDG,2024-08-23 19:20+03:00,4,Boeing 777,Saudi Arabian,Arrival,2024-08-23 12:00+02:00,
XY 224,,RUH,Expected,Doha,DOH,2024-08-23 19:25+03:00,3,Airbus A320 NEO,flynas,Arrival,,
XY 46,,RUH,Unknown,Jeddah,JED,2024-08-23 19:35+03:00,5,Airbus A320 NEO,flynas,Arrival,,
W4 6393,Milan Malpensa,RUH,Unknown,Milan,MXP,2024-08-23 19:45+03:00,N/A,Airbus A321 NEO,Wizz Air Malta,Arrival,2024-08-23 13:15+02:00,
F3 148,,RUH,Unknown,Jeddah,JED,2024-08-23 19:45+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 1462,Medina Prince Mohammad Bin Abdulaziz,RUH,Expected,Medina,MED,2024-08-23 19:45+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-23 18:10+03:00,2024-08-23 18:00+03:00
SV 511,,RUH,Unknown,Kuwait City,KWI,2024-08-23 19:45+03:00,4,Airbus A321,Saudi Arabian,Arrival,,
XY 138,,RUH,Unknown,Neyran,EAM,2024-08-23 19:50+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 1042,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-23 19:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-23 18:00+03:00,
