flight_number,airport_code,departure_arrival_time_local,terminal,aircraft_model,airline_name,type,scheduled_datetime_flight,flight_status,gate_status,GateNumber
XY 17,JED,2024-08-10T09:50:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-10T06:50:00.0000000+00:00,Unknown,Closed,109A
FZ 848,DXB,2024-08-10T09:50:00.0000000+03:00,2,Boeing 737,flydubai,Departure,2024-08-10T06:50:00.0000000+00:00,Unknown,Closed,103A
XY 251,AMM,2024-08-10T09:55:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-10T06:55:00.0000000+00:00,Unknown,Closed,106A
SV 1027,JED,2024-08-10T10:00:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-10T07:00:00.0000000+00:00,Unknown,Closed,108A
SV 1511,TUI,2024-08-10T10:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-10T07:00:00.0000000+00:00,Unknown,Closed,107A
SV 572,AUH,2024-08-10T10:45:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Departure,2024-08-10T07:45:00.0000000+00:00,Unknown,Closed,106A
AI 1922,BOM,2024-08-10T11:25:00.0000000+03:00,2,Airbus A320 NEO,Air India,Departure,2024-08-10T08:25:00.0000000+00:00,Unknown,Closed,102A
XY 267,CAI,2024-08-10T12:00:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-10T09:00:00.0000000+00:00,Unknown,Closed,107A
KU 774,KWI,2024-08-10T12:25:00.0000000+03:00,2,Airbus A320 NEO,Kuwait Airways,Departure,2024-08-10T09:25:00.0000000+00:00,Unknown,Closed,102A
MS 652,CAI,2024-08-10T13:00:00.0000000+03:00,2,Airbus A330-300,EgyptAir,Departure,2024-08-10T10:00:00.0000000+00:00,Unknown,Closed,108A
XY 149,AJF,2024-08-10T13:20:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-10T10:20:00.0000000+00:00,Unknown,Closed,107A
SV 1735,BHH,2024-08-10T13:45:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-10T10:45:00.0000000+00:00,Unknown,Closed,109A
SV 1527,TUU,2024-08-10T14:15:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-10T11:15:00.0000000+00:00,Unknown,Closed,108A
SV 1239,RAE,2024-08-10T14:35:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-10T11:35:00.0000000+00:00,Unknown,Closed,107A
QR 1165,DOH,2024-08-10T14:40:00.0000000+03:00,3,Airbus A350-900,Qatar Airways,Departure,2024-08-10T11:40:00.0000000+00:00,Unknown,Closed,103A
F3 125,JED,2024-08-10T14:50:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-10T11:50:00.0000000+00:00,Unknown,Closed,108A
SV 1150,DMM,2024-08-10T15:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-10T12:00:00.0000000+00:00,Unknown,Closed,108A
XY 21,JED,2024-08-10T15:05:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-10T12:05:00.0000000+00:00,Unknown,Closed,107A
XY 353,SLL,2024-08-10T15:15:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-10T12:15:00.0000000+00:00,Unknown,Closed,102A
F3 573,IST,2024-08-10T15:25:00.0000000+03:00,3,Airbus A320,flyadeal,Departure,2024-08-10T12:25:00.0000000+00:00,Departed,Closed,104A
SV 1463,MED,2024-08-10T15:35:00.0000000+03:00,5,Airbus A330,Saudi Arabian,Departure,2024-08-10T12:35:00.0000000+00:00,Departed,Closed,106A
XY 207,DXB,2024-08-10T15:50:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-10T12:50:00.0000000+00:00,Unknown,Closed,109A
SV 1787,GIZ,2024-08-10T16:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-10T13:00:00.0000000+00:00,Unknown,Closed,107A
SV 1039,JED,2024-08-10T16:00:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-10T13:00:00.0000000+00:00,Unknown,Closed,105A
SV 560,DXB,2024-08-10T16:00:00.0000000+03:00,4,Airbus A330,Saudi Arabian,Departure,2024-08-10T13:00:00.0000000+00:00,Departed,Closed,103A
GF 190,BAH,2024-08-10T16:00:00.0000000+03:00,2,Airbus A320,Gulf Air,Departure,2024-08-10T13:00:00.0000000+00:00,Unknown,Closed,106A
SV 510,KWI,2024-08-10T16:05:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Departure,2024-08-10T13:05:00.0000000+00:00,Unknown,Closed,101A
XY 33,JED,2024-08-10T16:05:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-10T13:05:00.0000000+00:00,Unknown,Closed,105A
WY 684,MCT,2024-08-10T16:25:00.0000000+03:00,2,Boeing 737,Oman Air,Departure,2024-08-10T13:25:00.0000000+00:00,Unknown,Closed,108A
XY 271,CAI,2024-08-10T16:25:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-10T13:25:00.0000000+00:00,Unknown,Closed,105A
J9 226,KWI,2024-08-10T16:30:00.0000000+03:00,2,Airbus A320,Jazeera Airways,Departure,2024-08-10T13:30:00.0000000+00:00,Unknown,Closed,102A
SV 313,CAI,2024-08-10T16:40:00.0000000+03:00,4,Airbus A330,Saudi Arabian,Departure,2024-08-10T13:40:00.0000000+00:00,Unknown,Closed,109A
SV 804,DAC,2024-08-10T16:50:00.0000000+03:00,4,Boeing 777-300,Saudi Arabian,Departure,2024-08-09T13:50:00.0000000+00:00,Unknown,Closed,104A
F3 229,MED,2024-08-10T16:55:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-10T13:55:00.0000000+00:00,Departed,Closed,105A
G9 155,SHJ,2024-08-10T17:00:00.0000000+03:00,1,Airbus A321,Air Arabia,Departure,2024-08-10T14:00:00.0000000+00:00,Unknown,Closed,105A
SV 1041,JED,2024-08-10T17:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-10T14:00:00.0000000+00:00,Unknown,Closed,108A
XY 788,MED,2024-08-10T17:30:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-10T14:30:00.0000000+00:00,Departed,Closed,109A
SV 1079,JED,2024-08-10T17:30:00.0000000+03:00,5,Boeing 777-300,Saudi Arabian,Departure,2024-08-10T14:30:00.0000000+00:00,Unknown,Closed,101A
F3 23,AHB,2024-08-10T17:50:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-10T14:50:00.0000000+00:00,Unknown,Closed,104A
F3 137,JED,2024-08-10T17:55:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-10T14:55:00.0000000+00:00,Unknown,Closed,103A
SV 552,DXB,2024-08-10T18:00:00.0000000+03:00,4,Airbus A330,Saudi Arabian,Departure,2024-08-10T15:00:00.0000000+00:00,Unknown,Closed,101A
XY 233,BAH,2024-08-10T18:00:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-10T15:00:00.0000000+00:00,Unknown,Closed,105A
SV 1583,YNB,2024-08-10T18:15:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-10T15:15:00.0000000+00:00,Unknown,Closed,103A
XY 91,AHB,2024-08-10T18:30:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-10T15:30:00.0000000+00:00,Unknown,Closed,107A
SV 333,HBE,2024-08-10T18:35:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Departure,2024-08-10T15:35:00.0000000+00:00,Unknown,Closed,108A
F3 139,JED,2024-08-10T18:45:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-10T15:45:00.0000000+00:00,Unknown,Closed,107A
SV 1529,TUU,2024-08-10T18:50:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-10T15:50:00.0000000+00:00,Unknown,Closed,104A
SV 637,AMM,2024-08-10T18:50:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Departure,2024-08-10T15:50:00.0000000+00:00,Unknown,Closed,103A
SV 1160,DMM,2024-08-10T19:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-10T16:00:00.0000000+00:00,Unknown,Closed,109A
XY 59,JED,2024-08-10T19:00:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-10T16:00:00.0000000+00:00,Unknown,Closed,101A
XY 337,GYD,2024-08-10T19:15:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-10T16:15:00.0000000+00:00,Unknown,Closed,107A
RJ 731,AMM,2024-08-10T19:15:00.0000000+03:00,2,Embraer 195,Royal Jordanian,Departure,2024-08-10T16:15:00.0000000+00:00,Unknown,Closed,108A
SV 1673,AHB,2024-08-10T19:25:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-10T16:25:00.0000000+00:00,Unknown,Closed,104A
SV 1465,MED,2024-08-10T19:35:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-10T16:35:00.0000000+00:00,Departed,Closed,108A
F3 143,JED,2024-08-10T19:45:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-10T16:45:00.0000000+00:00,Unknown,Closed,104A
SV 1297,URY,2024-08-10T19:55:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-10T16:55:00.0000000+00:00,Unknown,Closed,102A
EK 819,DXB,2024-08-10T08:05:00.0000000+03:00,2,Boeing 777-300ER,Emirates,Arrival,2024-08-10T03:10:00.0000000+00:00,Unknown,Closed,105A
SV 1133,DMM,2024-08-10T08:15:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-10T04:00:00.0000000+00:00,Unknown,Closed,102A
SV 1662,AHB,2024-08-10T08:40:00.0000000+03:00,5,Airbus A330,Saudi Arabian,Arrival,2024-08-10T03:50:00.0000000+00:00,Unknown,Closed,104A
XY 216,DXB,2024-08-10T08:45:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-10T03:50:00.0000000+00:00,Unknown,Closed,106A
SV 1480,AQI,2024-08-10T08:55:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-10T04:45:00.0000000+00:00,Unknown,Closed,103A
EY 357,AUH,2024-08-10T09:00:00.0000000+03:00,3,Airbus A321,Etihad Airways,Arrival,2024-08-10T04:00:00.0000000+00:00,Unknown,Closed,108A
XY 18,JED,2024-08-10T09:05:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-10T04:15:00.0000000+00:00,Unknown,Closed,106A
SV 1902,TIF,2024-08-10T09:10:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-10T04:35:00.0000000+00:00,Unknown,Closed,102A
XY 84,AHB,2024-08-10T09:20:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-10T04:45:00.0000000+00:00,Unknown,Closed,107A
AT 254,CMN,2024-08-10T09:25:00.0000000+03:00,1,Airbus A340-300,Royal Air Maroc,Arrival,2024-08-09T23:40:00.0000000+00:00,Unknown,Closed,106A
F3 32,GIZ,2024-08-10T09:30:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-10T04:40:00.0000000+00:00,Unknown,Closed,103A
XY 4,JED,2024-08-10T09:55:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-10T05:05:00.0000000+00:00,Unknown,Closed,105A
F3 104,JED,2024-08-10T10:10:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-10T05:30:00.0000000+00:00,Unknown,Closed,106A
AI 921,BOM,2024-08-10T10:25:00.0000000+03:00,2,Airbus A320 NEO,Air India,Arrival,2024-08-10T02:55:00.0000000+00:00,Unknown,Closed,109A
XY 82,AHB,2024-08-10T10:30:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-10T05:55:00.0000000+00:00,Unknown,Closed,101A
XY 106,GIZ,2024-08-10T10:35:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-10T05:45:00.0000000+00:00,Unknown,Closed,105A
F3 204,TUU,2024-08-10T10:45:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-10T05:45:00.0000000+00:00,Unknown,Closed,105A
SV 1024,JED,2024-08-10T10:50:00.0000000+03:00,5,Boeing 777-300,Saudi Arabian,Arrival,2024-08-10T06:00:00.0000000+00:00,Unknown,Closed,108A
GF 163,BAH,2024-08-10T10:55:00.0000000+03:00,2,Airbus A320,Gulf Air,Arrival,2024-08-10T06:40:00.0000000+00:00,Unknown,Closed,101A
KU 773,KWI,2024-08-10T11:05:00.0000000+03:00,2,Airbus A320 NEO,Kuwait Airways,Arrival,2024-08-10T06:50:00.0000000+00:00,Unknown,Closed,109A
SV 1708,ABT,2024-08-10T11:05:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-10T06:25:00.0000000+00:00,Unknown,Closed,108A
XY 256,AMM,2024-08-10T11:15:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-10T06:00:00.0000000+00:00,Unknown,Closed,102A
A3 952,ATH,2024-08-10T11:35:00.0000000+03:00,1,Airbus A320 NEO,Aegean,Arrival,2024-08-10T04:50:00.0000000+00:00,Expected,Closed,106A
SV 563,DXB,2024-08-10T11:40:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Arrival,2024-08-10T06:40:00.0000000+00:00,Expected,Closed,103A
SV 1026,JED,2024-08-10T11:50:00.0000000+03:00,5,Airbus A330-300,Saudi Arabian,Arrival,2024-08-10T07:00:00.0000000+00:00,Unknown,Closed,109A
MS 651,CAI,2024-08-10T12:00:00.0000000+03:00,2,Airbus A330-300,EgyptAir,Arrival,2024-08-10T06:25:00.0000000+00:00,Unknown,Closed,105A
SV 513,KWI,2024-08-10T12:15:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Arrival,2024-08-10T07:50:00.0000000+00:00,Unknown,Closed,105A
XY 202,DXB,2024-08-10T12:20:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-10T07:25:00.0000000+00:00,Unknown,Closed,108A
SV 1736,BHH,2024-08-10T12:35:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-10T08:05:00.0000000+00:00,Unknown,Closed,107A
F3 206,TUU,2024-08-10T12:45:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-10T07:55:00.0000000+00:00,Unknown,Closed,105A
SV 1028,JED,2024-08-10T12:50:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-10T08:00:00.0000000+00:00,Unknown,Closed,106A
F3 34,GIZ,2024-08-10T13:10:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-10T08:20:00.0000000+00:00,Unknown,Closed,107A
XY 264,CAI,2024-08-10T13:35:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-10T07:50:00.0000000+00:00,Unknown,Closed,105A
SM 461,CAI,2024-08-10T13:45:00.0000000+03:00,2,Airbus A320,Air Cairo,Arrival,2024-08-10T08:00:00.0000000+00:00,Unknown,Closed,104A
SV 1030,JED,2024-08-10T13:50:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-10T09:00:00.0000000+00:00,Unknown,Closed,104A
XY 140,ABT,2024-08-10T13:50:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-10T09:20:00.0000000+00:00,Unknown,Closed,108A
F3 506,DXB,2024-08-10T13:50:00.0000000+03:00,3,Airbus A320,flyadeal,Arrival,2024-08-10T08:50:00.0000000+00:00,Unknown,Closed,109A
SV 38,IAD,2024-08-10T14:06:00.0000000+03:00,4,Boeing 777,Saudi Arabian Airlines,Arrival,2024-08-09T23:25:00.0000000+00:00,Expected,Closed,103A
E5 410,CAI,2024-08-10T14:20:00.0000000+03:00,2,Airbus A320,Air Arabia Egypt,Arrival,2024-08-10T08:40:00.0000000+00:00,Unknown,Closed,104A
XY 22,JED,2024-08-10T14:20:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-10T09:30:00.0000000+00:00,Unknown,Closed,108A
SV 1670,AHB,2024-08-10T14:30:00.0000000+03:00,5,Airbus A330,Saudi Arabian,Arrival,2024-08-10T09:45:00.0000000+00:00,Unknown,Closed,102A
SV 1510,TUI,2024-08-10T14:35:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-10T09:40:00.0000000+00:00,Unknown,Closed,105A
SV 709,KHI,2024-08-10T14:45:00.0000000+03:00,4,Airbus A330,Saudi Arabian,Arrival,2024-08-10T08:30:00.0000000+00:00,Unknown,Closed,108A
SV 1332,HAS,2024-08-10T14:50:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-10T10:30:00.0000000+00:00,Unknown,Closed,109A
XY 332,BUS,2024-08-10T14:55:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-10T08:35:00.0000000+00:00,Expected,Closed,102A
GF 189,BAH,2024-08-10T15:00:00.0000000+03:00,2,Airbus A320,Gulf Air,Arrival,2024-08-10T10:45:00.0000000+00:00,Unknown,Closed,105A
XY 390,BJV,2024-08-10T15:05:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-10T08:15:00.0000000+00:00,Expected,Closed,107A
EY 317,AUH,2024-08-10T15:15:00.0000000+03:00,3,Airbus A320,Etihad Airways,Arrival,2024-08-10T10:15:00.0000000+00:00,Unknown,Closed,104A
SV 573,AUH,2024-08-10T15:25:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Arrival,2024-08-10T10:30:00.0000000+00:00,Unknown,Closed,105A
SV 1864,EAM,2024-08-10T15:25:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-10T10:35:00.0000000+00:00,Unknown,Closed,102A
F3 120,JED,2024-08-10T15:35:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-10T10:55:00.0000000+00:00,Unknown,Closed,105A
J9 225,KWI,2024-08-10T15:45:00.0000000+03:00,2,Airbus A320,Jazeera Airways,Arrival,2024-08-10T11:30:00.0000000+00:00,Unknown,Closed,106A
SV 829,KUL,2024-08-10T15:55:00.0000000+03:00,4,Boeing 777-300,Saudi Arabian,Arrival,2024-08-10T05:00:00.0000000+00:00,Expected,Closed,108A
F3 606,CAI,2024-08-10T16:00:00.0000000+03:00,3,Airbus A320,flyadeal,Arrival,2024-08-10T10:10:00.0000000+00:00,Unknown,Closed,104A
G9 154,SHJ,2024-08-10T16:00:00.0000000+03:00,1,Airbus A321,Air Arabia,Arrival,2024-08-10T11:15:00.0000000+00:00,Unknown,Closed,104A
XY 36,JED,2024-08-10T16:00:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-10T11:10:00.0000000+00:00,Unknown,Closed,104A
F3 76,EAM,2024-08-10T16:15:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-10T11:30:00.0000000+00:00,Unknown,Closed,106A
F3 526,DWC,2024-08-10T16:20:00.0000000+03:00,3,Airbus A320,flyadeal,Arrival,2024-08-10T11:20:00.0000000+00:00,Unknown,Closed,107A
SV 1244,DWD,2024-08-10T16:35:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-10T12:40:00.0000000+00:00,Unknown,Closed,102A
F3 26,AHB,2024-08-10T16:40:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-10T12:00:00.0000000+00:00,Unknown,Closed,103A
SV 1036,JED,2024-08-10T16:50:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-10T12:00:00.0000000+00:00,Unknown,Closed,109A
GF 167,BAH,2024-08-10T17:00:00.0000000+03:00,2,Boeing 787-9,Gulf Air,Arrival,2024-08-10T12:45:00.0000000+00:00,Unknown,Closed,108A
XY 206,DXB,2024-08-10T17:10:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-10T12:15:00.0000000+00:00,Unknown,Closed,103A
XY 232,KWI,2024-08-10T17:15:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-10T12:55:00.0000000+00:00,Unknown,Closed,106A
KU 775,KWI,2024-08-10T17:25:00.0000000+03:00,2,Airbus A320 NEO,Kuwait Airways,Arrival,2024-08-10T13:05:00.0000000+00:00,Unknown,Closed,104A
SV 1738,BHH,2024-08-10T17:25:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-10T12:55:00.0000000+00:00,Unknown,Closed,101A
XY 258,SAW,2024-08-10T17:40:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-10T10:50:00.0000000+00:00,Unknown,Closed,102A
MU 269,PVG,2024-08-10T17:50:00.0000000+03:00,3,Airbus A330-200,China Eastern,Arrival,2024-08-10T04:20:00.0000000+00:00,Unknown,Closed,103A
SV 1808,GIZ,2024-08-10T17:50:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-10T12:55:00.0000000+00:00,Unknown,Closed,108A
XY 218,DXB,2024-08-10T17:50:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-10T12:55:00.0000000+00:00,Unknown,Closed,106A
SV 1672,AHB,2024-08-10T18:05:00.0000000+03:00,5,Airbus A330-300,Saudi Arabian,Arrival,2024-08-10T13:15:00.0000000+00:00,Unknown,Closed,103A
XY 60,JED,2024-08-10T18:15:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-10T13:25:00.0000000+00:00,Unknown,Closed,104A
SV 1914,TIF,2024-08-10T18:25:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-10T13:50:00.0000000+00:00,Unknown,Closed,107A
XY 268,CAI,2024-08-10T18:30:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-10T12:45:00.0000000+00:00,Unknown,Closed,101A
XY 142,ABT,2024-08-10T18:35:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-10T14:05:00.0000000+00:00,Unknown,Closed,101A
XY 86,AHB,2024-08-10T18:35:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-10T14:00:00.0000000+00:00,Unknown,Closed,106A
SV 110,LHR,2024-08-10T18:45:00.0000000+03:00,4,Boeing 777-300,Saudi Arabian,Arrival,2024-08-10T09:00:00.0000000+00:00,Expected,Closed,106A
SV 1040,JED,2024-08-10T18:50:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-10T14:00:00.0000000+00:00,Unknown,Closed,108A
SV 521,BAH,2024-08-10T18:55:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Arrival,2024-08-10T14:35:00.0000000+00:00,Unknown,Closed,105A
SV 1526,TUU,2024-08-10T19:05:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-10T14:00:00.0000000+00:00,Unknown,Closed,103A
SV 144,CDG,2024-08-10T19:20:00.0000000+03:00,4,Boeing 777,Saudi Arabian,Arrival,2024-08-10T10:25:00.0000000+00:00,Expected,Closed,103A
XY 224,DOH,2024-08-10T19:25:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-10T15:05:00.0000000+00:00,Unknown,Closed,105A
XY 46,JED,2024-08-10T19:35:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-10T14:45:00.0000000+00:00,Unknown,Closed,101A
F3 148,JED,2024-08-10T19:45:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-10T15:05:00.0000000+00:00,Unknown,Closed,102A
SV 1926,WAE,2024-08-10T19:50:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-10T15:35:00.0000000+00:00,Unknown,Closed,105A
LH 636,FRA,2024-08-10T19:55:00.0000000+03:00,2,Airbus A330-300,Lufthansa,Arrival,2024-08-10T11:10:00.0000000+00:00,Expected,Closed,101A
SV 1023,JED,2024-08-11T08:00:00.0000000+03:00,5,Airbus A330-300,Saudi Arabian,Departure,2024-08-11T05:00:00.0000000+00:00,Unknown,Closed,103A
J9 230,KWI,2024-08-11T08:10:00.0000000+03:00,2,Airbus A320,Jazeera Airways,Departure,2024-08-11T05:10:00.0000000+00:00,Unknown,Closed,101A
F3 585,GYD,2024-08-11T08:25:00.0000000+03:00,3,Airbus A320,flyadeal,Departure,2024-08-11T05:25:00.0000000+00:00,Unknown,Closed,107A
XY 257,SAW,2024-08-11T08:35:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-11T05:35:00.0000000+00:00,Unknown,Closed,104A
XY 219,DXB,2024-08-11T08:45:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-11T05:45:00.0000000+00:00,Unknown,Closed,104A
SV 1025,JED,2024-08-11T09:00:00.0000000+03:00,5,Boeing 787,Saudi Arabian,Departure,2024-08-11T06:00:00.0000000+00:00,Unknown,Closed,105A
SV 1138,DMM,2024-08-11T09:00:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-11T06:00:00.0000000+00:00,Unknown,Closed,108A
SV 1805,GIZ,2024-08-11T09:05:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-11T06:05:00.0000000+00:00,Unknown,Closed,105A
G9 152,SHJ,2024-08-11T09:10:00.0000000+03:00,1,Airbus A320,Air Arabia,Departure,2024-08-11T06:10:00.0000000+00:00,Unknown,Closed,109A
SV 1273,ELQ,2024-08-11T09:15:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-11T06:15:00.0000000+00:00,Unknown,Closed,102A
F3 605,CAI,2024-08-11T09:30:00.0000000+03:00,3,Airbus A320,flyadeal,Departure,2024-08-11T06:30:00.0000000+00:00,Unknown,Closed,105A
EK 820,DXB,2024-08-11T09:40:00.0000000+03:00,2,Boeing 777-300ER,Emirates,Departure,2024-08-11T06:40:00.0000000+00:00,Unknown,Closed,106A
FZ 848,DXB,2024-08-11T09:50:00.0000000+03:00,2,Boeing 737,flydubai,Departure,2024-08-11T06:50:00.0000000+00:00,Unknown,Closed,101A
XY 251,AMM,2024-08-11T09:55:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-11T06:55:00.0000000+00:00,Unknown,Closed,101A
SV 1511,TUI,2024-08-11T10:00:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-11T07:00:00.0000000+00:00,Unknown,Closed,108A
EY 358,AUH,2024-08-11T10:05:00.0000000+03:00,3,Airbus A320,Etihad Airways,Departure,2024-08-11T07:05:00.0000000+00:00,Unknown,Closed,104A
XY 139,ABT,2024-08-11T10:05:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-11T07:05:00.0000000+00:00,Unknown,Closed,106A
F3 225,MED,2024-08-11T10:15:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-11T07:15:00.0000000+00:00,Departed,Closed,107A
SV 263,IST,2024-08-11T10:30:00.0000000+03:00,4,Airbus A330,Saudi Arabian,Departure,2024-08-11T07:30:00.0000000+00:00,Departed,Closed,102A
SV 572,AUH,2024-08-11T10:45:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Departure,2024-08-11T07:45:00.0000000+00:00,Unknown,Closed,107A
SV 1029,JED,2024-08-11T11:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-11T08:00:00.0000000+00:00,Unknown,Closed,108A
SV 1865,EAM,2024-08-11T11:05:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-11T08:05:00.0000000+00:00,Unknown,Closed,105A
