flight_number,airport_code,departure_arrival_time_local,terminal,aircraft_model,airline_name,type,scheduled_datetime_flight,flight_status,gate_status,GateNumber
NE 161,CAI,2024-08-30T18:30:00.0000000+03:00,2,Boeing 737,Nesma,Departure,2024-08-30T15:30:00.0000000+00:00,Unknown,Closed,103A
SV 333,HBE,2024-08-30T18:35:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Departure,2024-08-30T15:35:00.0000000+00:00,Unknown,Closed,106A
F3 513,DXB,2024-08-30T18:50:00.0000000+03:00,3,Airbus A320,flyadeal,Departure,2024-08-30T15:50:00.0000000+00:00,Unknown,Closed,103A
SV 1529,TUU,2024-08-30T18:50:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-30T15:50:00.0000000+00:00,Unknown,Closed,109A
XY 141,ABT,2024-08-30T18:55:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-30T15:55:00.0000000+00:00,Unknown,Closed,106A
XY 59,JED,2024-08-30T19:00:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-30T16:00:00.0000000+00:00,Unknown,Closed,106A
XY 253,AMM,2024-08-30T19:00:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-30T16:00:00.0000000+00:00,Unknown,Closed,103A
SV 1229,RAE,2024-08-30T19:10:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-30T16:10:00.0000000+00:00,Unknown,Closed,108A
SV 1785,GIZ,2024-08-30T19:20:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-30T16:20:00.0000000+00:00,Unknown,Closed,101A
SV 1673,AHB,2024-08-30T19:30:00.0000000+03:00,5,Airbus A330,Saudi Arabian,Departure,2024-08-30T16:30:00.0000000+00:00,Unknown,Closed,107A
XY 265,CAI,2024-08-30T19:40:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-30T16:40:00.0000000+00:00,Unknown,Closed,104A
XY 259,SAW,2024-08-30T19:55:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-30T16:55:00.0000000+00:00,Unknown,Closed,107A
SV 1297,URY,2024-08-30T19:55:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-30T16:55:00.0000000+00:00,Unknown,Closed,103A
F3 14,AHB,2024-08-30T08:00:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-30T03:20:00.0000000+00:00,Unknown,Closed,109A
EK 819,DXB,2024-08-30T08:05:00.0000000+03:00,2,Boeing 777,Emirates,Arrival,2024-08-30T03:10:00.0000000+00:00,Expected,Closed,105A
SV 3434,HBE,2024-08-30T08:05:00.0000000+03:00,4,Airbus A321 NEO,Saudi Arabian,Arrival,2024-08-30T02:00:00.0000000+00:00,Unknown,Closed,109A
G9 151,SHJ,2024-08-30T08:20:00.0000000+03:00,2,Airbus A320,Air Arabia,Arrival,2024-08-30T03:35:00.0000000+00:00,Unknown,Closed,102A
SV 1020,JED,2024-08-30T08:45:00.0000000+03:00,5,Boeing 787,Saudi Arabian,Arrival,2024-08-30T04:00:00.0000000+00:00,Unknown,Closed,102A
FZ 847,DXB,2024-08-30T08:50:00.0000000+03:00,2,Boeing 737-800,flydubai,Arrival,2024-08-30T03:50:00.0000000+00:00,Expected,Closed,103A
EY 357,AUH,2024-08-30T09:00:00.0000000+03:00,3,Airbus A321,Etihad Airways,Arrival,2024-08-30T04:00:00.0000000+00:00,Unknown,Closed,105A
XY 18,JED,2024-08-30T09:05:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-30T04:15:00.0000000+00:00,Unknown,Closed,107A
SV 1764,GIZ,2024-08-30T09:10:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-30T04:15:00.0000000+00:00,Unknown,Closed,108A
SV 1230,RAE,2024-08-30T09:15:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-30T04:30:00.0000000+00:00,Unknown,Closed,107A
F3 32,GIZ,2024-08-30T09:30:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-30T04:40:00.0000000+00:00,Unknown,Closed,104A
SV 1522,TUU,2024-08-30T09:40:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-30T04:35:00.0000000+00:00,Unknown,Closed,108A
XY 4,JED,2024-08-30T09:55:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-30T05:05:00.0000000+00:00,Unknown,Closed,108A
XY 122,TUU,2024-08-30T10:10:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-30T05:15:00.0000000+00:00,Unknown,Closed,103A
SV 1139,DMM,2024-08-30T10:15:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-30T06:00:00.0000000+00:00,Unknown,Closed,102A
XY 82,AHB,2024-08-30T10:30:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-30T05:55:00.0000000+00:00,Unknown,Closed,108A
XY 106,GIZ,2024-08-30T10:35:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-30T05:45:00.0000000+00:00,Unknown,Closed,104A
SV 1664,AHB,2024-08-30T10:40:00.0000000+03:00,5,Airbus A330-300,Saudi Arabian,Arrival,2024-08-30T05:50:00.0000000+00:00,Unknown,Closed,105A
ME 424,BEY,2024-08-30T10:50:00.0000000+03:00,3,Airbus A321 NEO,Middle East,Arrival,2024-08-30T05:30:00.0000000+00:00,Unknown,Closed,106A
SV 1458,MED,2024-08-30T10:50:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-30T06:15:00.0000000+00:00,Expected,Closed,102A
SV 1708,ABT,2024-08-30T11:05:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-30T06:25:00.0000000+00:00,Unknown,Closed,102A
XY 326,HYD,2024-08-30T11:15:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-30T03:25:00.0000000+00:00,Unknown,Closed,105A
XY 94,MED,2024-08-30T11:50:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-30T07:25:00.0000000+00:00,Expected,Closed,104A
MS 651,CAI,2024-08-30T12:00:00.0000000+03:00,2,Airbus A330-300,EgyptAir,Arrival,2024-08-30T06:25:00.0000000+00:00,Unknown,Closed,108A
SV 1272,ELQ,2024-08-30T12:10:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-30T08:05:00.0000000+00:00,Unknown,Closed,108A
FZ 841,DXB,2024-08-30T12:15:00.0000000+03:00,2,Boeing 737-900,flydubai,Arrival,2024-08-30T07:15:00.0000000+00:00,Expected,Closed,101A
XY 20,JED,2024-08-30T12:25:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-30T07:35:00.0000000+00:00,Unknown,Closed,109A
J9 221,KWI,2024-08-30T12:40:00.0000000+03:00,2,Airbus A320,Jazeera Airways,Arrival,2024-08-30T08:25:00.0000000+00:00,Unknown,Closed,104A
SV 1294,URY,2024-08-30T12:50:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-30T07:50:00.0000000+00:00,Unknown,Closed,107A
XY 220,DXB,2024-08-30T13:35:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-30T08:40:00.0000000+00:00,Unknown,Closed,109A
IX 995,HYD,2024-08-30T13:40:00.0000000+03:00,2,Boeing 737,Air India Express,Arrival,2024-08-30T04:55:00.0000000+00:00,Unknown,Closed,106A
XY 140,ABT,2024-08-30T13:50:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-30T09:20:00.0000000+00:00,Unknown,Closed,102A
SV 1534,TUU,2024-08-30T13:50:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-30T08:45:00.0000000+00:00,Unknown,Closed,102A
SV 1900,TIF,2024-08-30T13:55:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-30T09:20:00.0000000+00:00,Unknown,Closed,102A
SV 1143,DMM,2024-08-30T14:15:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-30T10:00:00.0000000+00:00,Unknown,Closed,104A
XY 324,GYD,2024-08-30T14:20:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-30T08:30:00.0000000+00:00,Unknown,Closed,106A
SV 310,CAI,2024-08-30T14:25:00.0000000+03:00,4,Airbus A330,Saudi Arabian,Arrival,2024-08-30T08:35:00.0000000+00:00,Unknown,Closed,102A
XY 160,ULH,2024-08-30T14:25:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-30T09:50:00.0000000+00:00,Unknown,Closed,105A
SV 1510,TUI,2024-08-30T14:35:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-30T09:40:00.0000000+00:00,Unknown,Closed,109A
XY 310,TBS,2024-08-30T14:45:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-30T08:35:00.0000000+00:00,Expected,Closed,103A
GF 189,BAH,2024-08-30T15:00:00.0000000+03:00,2,Airbus A320,Gulf Air,Arrival,2024-08-30T10:45:00.0000000+00:00,Unknown,Closed,108A
MS 689,CAI,2024-08-30T15:10:00.0000000+03:00,2,Boeing 737-800 (winglets),EgyptAir,Arrival,2024-08-30T09:35:00.0000000+00:00,Unknown,Closed,107A
WY 683,MCT,2024-08-30T15:15:00.0000000+03:00,2,Boeing 737-800,Oman Air,Arrival,2024-08-30T09:55:00.0000000+00:00,Unknown,Closed,106A
XY 252,AMM,2024-08-30T15:25:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-30T10:10:00.0000000+00:00,Unknown,Closed,105A
F3 120,JED,2024-08-30T15:35:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-30T10:55:00.0000000+00:00,Unknown,Closed,102A
F3 18,AHB,2024-08-30T15:40:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-30T11:00:00.0000000+00:00,Unknown,Closed,105A
SV 1034,JED,2024-08-30T15:50:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-30T11:00:00.0000000+00:00,Unknown,Closed,104A
XY 36,JED,2024-08-30T16:00:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-30T11:10:00.0000000+00:00,Unknown,Closed,109A
G9 154,SHJ,2024-08-30T16:00:00.0000000+03:00,2,Airbus A321,Air Arabia,Arrival,2024-08-30T11:15:00.0000000+00:00,Unknown,Closed,102A
F3 54,TIF,2024-08-30T16:10:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-30T11:30:00.0000000+00:00,Unknown,Closed,106A
SV 1173,DMM,2024-08-30T16:15:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-30T12:00:00.0000000+00:00,Unknown,Closed,108A
XY 787,MED,2024-08-30T16:45:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-30T12:20:00.0000000+00:00,Expected,Closed,101A
GF 167,BAH,2024-08-30T17:00:00.0000000+03:00,2,Boeing 787-9,Gulf Air,Arrival,2024-08-30T12:45:00.0000000+00:00,Unknown,Closed,108A
SV 1460,MED,2024-08-30T17:05:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-30T12:30:00.0000000+00:00,Expected,Closed,105A
F3 138,JED,2024-08-30T17:10:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-30T12:30:00.0000000+00:00,Unknown,Closed,106A
PR 654,MNL,2024-08-30T17:20:00.0000000+03:00,2,Airbus A330-300,Philippine,Arrival,2024-08-30T04:25:00.0000000+00:00,Expected,Closed,107A
XY 258,SAW,2024-08-30T17:40:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-30T10:50:00.0000000+00:00,Unknown,Closed,101A
SV 1808,GIZ,2024-08-30T17:50:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-30T12:55:00.0000000+00:00,Unknown,Closed,105A
SV 1038,JED,2024-08-30T17:50:00.0000000+03:00,5,Boeing 777,Saudi Arabian,Arrival,2024-08-30T13:00:00.0000000+00:00,Unknown,Closed,107A
F3 128,JED,2024-08-30T18:10:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-30T13:35:00.0000000+00:00,Unknown,Closed,102A
SV 1145,DMM,2024-08-30T18:15:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-30T14:00:00.0000000+00:00,Unknown,Closed,101A
SV 1914,TIF,2024-08-30T18:25:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-30T13:50:00.0000000+00:00,Unknown,Closed,101A
SV 839,MLE,2024-08-30T18:25:00.0000000+03:00,4,Boeing 787-9,Saudi Arabian,Arrival,2024-08-30T10:25:00.0000000+00:00,Unknown,Closed,107A
XY 268,CAI,2024-08-30T18:30:00.0000000+03:00,3,Airbus A320 (Sharklets),flynas,Arrival,2024-08-30T12:45:00.0000000+00:00,Unknown,Closed,105A
F3 608,CAI,2024-08-30T18:30:00.0000000+03:00,3,Airbus A320,flyadeal,Arrival,2024-08-30T12:40:00.0000000+00:00,Unknown,Closed,105A
XY 86,AHB,2024-08-30T18:35:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-30T14:00:00.0000000+00:00,Unknown,Closed,109A
SV 328,SSH,2024-08-30T18:45:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Arrival,2024-08-30T13:20:00.0000000+00:00,Unknown,Closed,108A
SV 1040,JED,2024-08-30T18:50:00.0000000+03:00,5,Boeing 777-300,Saudi Arabian,Arrival,2024-08-30T14:00:00.0000000+00:00,Unknown,Closed,105A
QR 1172,DOH,2024-08-30T18:50:00.0000000+03:00,3,Airbus A330-200,Qatar Airways,Arrival,2024-08-30T14:20:00.0000000+00:00,Expected,Closed,108A
F3 126,JED,2024-08-30T19:00:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-30T14:20:00.0000000+00:00,Unknown,Closed,104A
SV 555,DXB,2024-08-30T19:15:00.0000000+03:00,4,Airbus A321 NEO,Saudi Arabian,Arrival,2024-08-30T14:15:00.0000000+00:00,Unknown,Closed,106A
SV 1080,JED,2024-08-30T19:20:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-30T14:30:00.0000000+00:00,Unknown,Closed,108A
SV 196,ATH,2024-08-30T19:20:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Arrival,2024-08-30T12:15:00.0000000+00:00,Expected,Closed,109A
XY 46,JED,2024-08-30T19:35:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-30T14:45:00.0000000+00:00,Unknown,Closed,103A
SV 511,KWI,2024-08-30T19:45:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Arrival,2024-08-30T15:20:00.0000000+00:00,Unknown,Closed,109A
SV 1042,JED,2024-08-30T19:50:00.0000000+03:00,5,Boeing 777-300,Saudi Arabian,Arrival,2024-08-30T15:00:00.0000000+00:00,Unknown,Closed,107A
SV 1023,JED,2024-08-31T08:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-31T05:00:00.0000000+00:00,Unknown,Closed,101A
J9 230,KWI,2024-08-31T08:10:00.0000000+03:00,2,Airbus A320,Jazeera Airways,Departure,2024-08-31T05:10:00.0000000+00:00,Unknown,Closed,104A
F3 173,DMM,2024-08-31T08:10:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-31T05:10:00.0000000+00:00,Unknown,Closed,102A
SV 512,KWI,2024-08-31T08:35:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Departure,2024-08-31T05:35:00.0000000+00:00,Unknown,Closed,106A
XY 13,JED,2024-08-31T08:40:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-31T05:40:00.0000000+00:00,Unknown,Closed,104A
SV 596,DXB,2024-08-31T09:00:00.0000000+03:00,4,Airbus A330,Saudi Arabian,Departure,2024-08-31T06:00:00.0000000+00:00,Departed,Closed,101A
SV 1025,JED,2024-08-31T09:00:00.0000000+03:00,5,Airbus A330,Saudi Arabian,Departure,2024-08-31T06:00:00.0000000+00:00,Unknown,Closed,102A
XY 273,CAI,2024-08-31T09:10:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-31T06:10:00.0000000+00:00,Unknown,Closed,107A
SV 1273,ELQ,2024-08-31T09:15:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-31T06:15:00.0000000+00:00,Unknown,Closed,108A
F3 605,CAI,2024-08-31T09:30:00.0000000+03:00,3,Airbus A320,flyadeal,Departure,2024-08-31T06:30:00.0000000+00:00,Unknown,Closed,107A
6E 74,BOM,2024-08-31T09:40:00.0000000+03:00,2,Airbus A320 NEO,IndiGo,Departure,2024-08-31T06:40:00.0000000+00:00,Unknown,Closed,106A
XY 17,JED,2024-08-31T09:50:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-31T06:50:00.0000000+00:00,Unknown,Closed,106A
XY 251,AMM,2024-08-31T09:55:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-31T06:55:00.0000000+00:00,Unknown,Closed,109A
F3 115,JED,2024-08-31T10:00:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-31T07:00:00.0000000+00:00,Unknown,Closed,108A
SV 1901,TIF,2024-08-31T10:05:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-31T07:05:00.0000000+00:00,Unknown,Closed,105A
SV 1669,AHB,2024-08-31T10:10:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-31T07:10:00.0000000+00:00,Unknown,Closed,101A
XY 70,DMM,2024-08-31T10:10:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-31T07:10:00.0000000+00:00,Unknown,Closed,102A
NE 163,CAI,2024-08-31T10:15:00.0000000+03:00,2,Boeing 737,Nesma,Departure,2024-08-31T07:15:00.0000000+00:00,Unknown,Closed,109A
SV 572,AUH,2024-08-31T10:45:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Departure,2024-08-31T07:45:00.0000000+00:00,Unknown,Closed,105A
SV 1237,RAE,2024-08-31T10:50:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-31T07:50:00.0000000+00:00,Unknown,Closed,105A
SV 1029,JED,2024-08-31T11:00:00.0000000+03:00,5,Boeing 777-300,Saudi Arabian,Departure,2024-08-31T08:00:00.0000000+00:00,Unknown,Closed,102A
SV 774,COK,2024-08-31T11:10:00.0000000+03:00,4,Airbus A330,Saudi Arabian,Departure,2024-08-31T08:10:00.0000000+00:00,Unknown,Closed,109A
AI 1922,BOM,2024-08-31T11:25:00.0000000+03:00,2,Airbus A320 (Sharklets),Air India,Departure,2024-08-31T08:25:00.0000000+00:00,Unknown,Closed,104A
XY 35,JED,2024-08-31T11:30:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-31T08:30:00.0000000+00:00,Unknown,Closed,106A
SV 558,DXB,2024-08-31T11:30:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Departure,2024-08-31T08:30:00.0000000+00:00,Unknown,Closed,107A
SV 417,CAI,2024-08-31T11:50:00.0000000+03:00,4,Airbus A330,Saudi Arabian,Departure,2024-08-31T08:50:00.0000000+00:00,Unknown,Closed,104A
XY 267,CAI,2024-08-31T12:00:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-31T09:00:00.0000000+00:00,Unknown,Closed,106A
F3 607,CAI,2024-08-31T12:00:00.0000000+03:00,3,Airbus A320,flyadeal,Departure,2024-08-31T09:00:00.0000000+00:00,Unknown,Closed,103A
SV 1031,JED,2024-08-31T12:00:00.0000000+03:00,5,Boeing 777-300,Saudi Arabian,Departure,2024-08-31T09:00:00.0000000+00:00,Unknown,Closed,102A
SV 633,AMM,2024-08-31T12:05:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Departure,2024-08-31T09:05:00.0000000+00:00,Unknown,Closed,104A
F3 53,TIF,2024-08-31T12:10:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-31T09:10:00.0000000+00:00,Unknown,Closed,108A
KU 774,KWI,2024-08-31T12:25:00.0000000+03:00,2,Airbus A320 NEO,Kuwait Airways,Departure,2024-08-31T09:25:00.0000000+00:00,Unknown,Closed,109A
SV 327,SSH,2024-08-31T12:40:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Departure,2024-08-31T09:40:00.0000000+00:00,Unknown,Closed,101A
XY 89,AHB,2024-08-31T12:55:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-31T09:55:00.0000000+00:00,Unknown,Closed,101A
MS 652,CAI,2024-08-31T13:00:00.0000000+03:00,2,Airbus A330-300,EgyptAir,Departure,2024-08-31T10:00:00.0000000+00:00,Unknown,Closed,103A
SV 1172,DMM,2024-08-31T13:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-31T10:00:00.0000000+00:00,Unknown,Closed,105A
QR 1173,DOH,2024-08-31T13:15:00.0000000+03:00,3,Airbus A350-900,Qatar Airways,Departure,2024-08-31T10:15:00.0000000+00:00,Departed,Closed,109A
SV 375,CMN,2024-08-31T13:20:00.0000000+03:00,4,Boeing 787-9,Saudi Arabian,Departure,2024-08-31T10:20:00.0000000+00:00,Unknown,Closed,105A
J9 222,KWI,2024-08-31T13:25:00.0000000+03:00,2,Airbus A320,Jazeera Airways,Departure,2024-08-31T10:25:00.0000000+00:00,Unknown,Closed,101A
SV 554,DXB,2024-08-31T13:45:00.0000000+03:00,4,Airbus A330,Saudi Arabian,Departure,2024-08-31T10:45:00.0000000+00:00,Unknown,Closed,105A
SV 1245,DWD,2024-08-31T13:55:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-31T10:55:00.0000000+00:00,Unknown,Closed,106A
SV 1035,JED,2024-08-31T14:00:00.0000000+03:00,5,Boeing 777-300,Saudi Arabian,Departure,2024-08-31T11:00:00.0000000+00:00,Unknown,Closed,105A
SV 1389,AJF,2024-08-31T14:30:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-31T11:30:00.0000000+00:00,Unknown,Closed,107A
SV 1915,TIF,2024-08-31T14:35:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-31T11:35:00.0000000+00:00,Unknown,Closed,108A
XY 85,AHB,2024-08-31T14:35:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-31T11:35:00.0000000+00:00,Unknown,Closed,106A
SM 462,CAI,2024-08-31T14:40:00.0000000+03:00,2,Airbus A320,Air Cairo,Departure,2024-08-31T11:40:00.0000000+00:00,Unknown,Closed,102A
SV 637,AMM,2024-08-31T14:55:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Departure,2024-08-31T11:55:00.0000000+00:00,Unknown,Closed,109A
SV 1037,JED,2024-08-31T15:00:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-31T12:00:00.0000000+00:00,Unknown,Closed,107A
E5 411,CAI,2024-08-31T15:10:00.0000000+03:00,2,Airbus A320,Air Arabia Egypt,Departure,2024-08-31T12:10:00.0000000+00:00,Unknown,Closed,104A
F3 19,AHB,2024-08-31T15:20:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-31T12:20:00.0000000+00:00,Unknown,Closed,106A
F3 573,IST,2024-08-31T15:25:00.0000000+03:00,3,Airbus A320,flyadeal,Departure,2024-08-31T12:25:00.0000000+00:00,Departed,Closed,108A
XY 207,DXB,2024-08-31T15:50:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-31T12:50:00.0000000+00:00,Departed,Closed,103A
SV 560,DXB,2024-08-31T16:00:00.0000000+03:00,4,Airbus A330,Saudi Arabian,Departure,2024-08-31T13:00:00.0000000+00:00,Departed,Closed,105A
SV 1787,GIZ,2024-08-31T16:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-31T13:00:00.0000000+00:00,Unknown,Closed,109A
MS 690,CAI,2024-08-31T16:00:00.0000000+03:00,2,Boeing 737-800,EgyptAir,Departure,2024-08-31T13:00:00.0000000+00:00,Unknown,Closed,104A
GF 190,BAH,2024-08-31T16:00:00.0000000+03:00,2,Airbus A320,Gulf Air,Departure,2024-08-31T13:00:00.0000000+00:00,Unknown,Closed,104A
SV 1039,JED,2024-08-31T16:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-31T13:00:00.0000000+00:00,Unknown,Closed,101A
SV 510,KWI,2024-08-31T16:05:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Departure,2024-08-31T13:05:00.0000000+00:00,Unknown,Closed,101A
SV 1853,EAM,2024-08-31T16:15:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-31T13:15:00.0000000+00:00,Unknown,Closed,103A
F3 131,JED,2024-08-31T16:25:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-31T13:25:00.0000000+00:00,Unknown,Closed,108A
EY 318,AUH,2024-08-31T16:30:00.0000000+03:00,3,Airbus A320,Etihad Airways,Departure,2024-08-31T13:30:00.0000000+00:00,Unknown,Closed,105A
XY 277,SSH,2024-08-31T16:35:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-31T13:35:00.0000000+00:00,Unknown,Closed,106A
SV 313,CAI,2024-08-31T16:40:00.0000000+03:00,4,Airbus A330,Saudi Arabian,Departure,2024-08-31T13:40:00.0000000+00:00,Unknown,Closed,104A
F3 179,DMM,2024-08-31T16:50:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-31T13:50:00.0000000+00:00,Unknown,Closed,108A
SV 1154,DMM,2024-08-31T17:00:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-31T14:00:00.0000000+00:00,Unknown,Closed,106A
G9 155,SHJ,2024-08-31T17:00:00.0000000+03:00,1,Airbus A321 NEO,Air Arabia,Departure,2024-08-31T14:00:00.0000000+00:00,Unknown,Closed,105A
XY 788,MED,2024-08-31T17:30:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-31T14:30:00.0000000+00:00,Departed,Closed,102A
SV 1079,JED,2024-08-31T17:30:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-31T14:30:00.0000000+00:00,Unknown,Closed,106A
F3 23,AHB,2024-08-31T17:50:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-31T14:50:00.0000000+00:00,Unknown,Closed,104A
SV 1393,AJF,2024-08-31T17:55:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-31T14:55:00.0000000+00:00,Unknown,Closed,106A
GF 168,BAH,2024-08-31T18:00:00.0000000+03:00,2,Boeing 787-9,Gulf Air,Departure,2024-08-31T15:00:00.0000000+00:00,Unknown,Closed,101A
SV 1335,HAS,2024-08-31T18:10:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-31T15:10:00.0000000+00:00,Unknown,Closed,102A
SV 1583,YNB,2024-08-31T18:15:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-31T15:15:00.0000000+00:00,Unknown,Closed,102A
SV 333,HBE,2024-08-31T18:35:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Departure,2024-08-31T15:35:00.0000000+00:00,Unknown,Closed,107A
