flight_number,airport_code,departure/arrival_time_local,terminal,aircraft_model,airline_name,type,scheduled_datetime_flight,flight_status,gate_status
XY 787,MED,2024-08-30 16:45+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-30 12:20:00+00:00,Expected,Closed
GF 167,BAH,2024-08-30 17:00+03:00,2.0,Boeing 787-9,Gulf Air,Arrival,2024-08-30 12:45:00+00:00,Unknown,Closed
SV 1460,MED,2024-08-30 17:05+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-30 12:30:00+00:00,Expected,Closed
F3 138,JED,2024-08-30 17:10+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-30 12:30:00+00:00,Unknown,Closed
PR 654,MNL,2024-08-30 17:20+03:00,2.0,Airbus A330-300,Philippine,Arrival,2024-08-30 04:25:00+00:00,Expected,Closed
XY 258,SAW,2024-08-30 17:40+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-30 10:50:00+00:00,Unknown,Closed
SV 1808,GIZ,2024-08-30 17:50+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-30 12:55:00+00:00,Unknown,Closed
SV 1038,JED,2024-08-30 17:50+03:00,5.0,Boeing 777,Saudi Arabian,Arrival,2024-08-30 13:00:00+00:00,Unknown,Closed
F3 128,JED,2024-08-30 18:10+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-30 13:35:00+00:00,Unknown,Closed
SV 1145,DMM,2024-08-30 18:15+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-30 14:00:00+00:00,Unknown,Closed
SV 1914,TIF,2024-08-30 18:25+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-30 13:50:00+00:00,Unknown,Closed
SV 839,MLE,2024-08-30 18:25+03:00,4.0,Boeing 787-9,Saudi Arabian,Arrival,2024-08-30 10:25:00+00:00,Unknown,Closed
XY 268,CAI,2024-08-30 18:30+03:00,3.0,Airbus A320 (Sharklets),flynas,Arrival,2024-08-30 12:45:00+00:00,Unknown,Closed
F3 608,CAI,2024-08-30 18:30+03:00,3.0,Airbus A320,flyadeal,Arrival,2024-08-30 12:40:00+00:00,Unknown,Closed
XY 86,AHB,2024-08-30 18:35+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-30 14:00:00+00:00,Unknown,Closed
SV 328,SSH,2024-08-30 18:45+03:00,4.0,Airbus A321,Saudi Arabian,Arrival,2024-08-30 13:20:00+00:00,Unknown,Closed
SV 1040,JED,2024-08-30 18:50+03:00,5.0,Boeing 777-300,Saudi Arabian,Arrival,2024-08-30 14:00:00+00:00,Unknown,Closed
QR 1172,DOH,2024-08-30 18:50+03:00,3.0,Airbus A330-200,Qatar Airways,Arrival,2024-08-30 14:20:00+00:00,Expected,Closed
F3 126,JED,2024-08-30 19:00+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-30 14:20:00+00:00,Unknown,Closed
SV 555,DXB,2024-08-30 19:15+03:00,4.0,Airbus A321 NEO,Saudi Arabian,Arrival,2024-08-30 14:15:00+00:00,Unknown,Closed
SV 1080,JED,2024-08-30 19:20+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-30 14:30:00+00:00,Unknown,Closed
SV 196,ATH,2024-08-30 19:20+03:00,4.0,Airbus A320,Saudi Arabian,Arrival,2024-08-30 12:15:00+00:00,Expected,Closed
XY 46,JED,2024-08-30 19:35+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-30 14:45:00+00:00,Unknown,Closed
SV 511,KWI,2024-08-30 19:45+03:00,4.0,Airbus A321,Saudi Arabian,Arrival,2024-08-30 15:20:00+00:00,Unknown,Closed
SV 1042,JED,2024-08-30 19:50+03:00,5.0,Boeing 777-300,Saudi Arabian,Arrival,2024-08-30 15:00:00+00:00,Unknown,Closed
SV 1023,JED,2024-08-31 08:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-31 05:00:00+00:00,Unknown,Closed
J9 230,KWI,2024-08-31 08:10+03:00,2.0,Airbus A320,Jazeera Airways,Departure,2024-08-31 05:10:00+00:00,Unknown,Closed
F3 173,DMM,2024-08-31 08:10+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-31 05:10:00+00:00,Unknown,Closed
SV 512,KWI,2024-08-31 08:35+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-31 05:35:00+00:00,Unknown,Closed
XY 13,JED,2024-08-31 08:40+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-31 05:40:00+00:00,Unknown,Closed
SV 596,DXB,2024-08-31 09:00+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-31 06:00:00+00:00,Departed,Closed
SV 1025,JED,2024-08-31 09:00+03:00,5.0,Airbus A330,Saudi Arabian,Departure,2024-08-31 06:00:00+00:00,Unknown,Closed
XY 273,CAI,2024-08-31 09:10+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-31 06:10:00+00:00,Unknown,Closed
SV 1273,ELQ,2024-08-31 09:15+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-31 06:15:00+00:00,Unknown,Closed
F3 605,CAI,2024-08-31 09:30+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-31 06:30:00+00:00,Unknown,Closed
6E 74,BOM,2024-08-31 09:40+03:00,2.0,Airbus A320 NEO,IndiGo,Departure,2024-08-31 06:40:00+00:00,Unknown,Closed
XY 17,JED,2024-08-31 09:50+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-31 06:50:00+00:00,Unknown,Closed
XY 251,AMM,2024-08-31 09:55+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-31 06:55:00+00:00,Unknown,Closed
F3 115,JED,2024-08-31 10:00+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-31 07:00:00+00:00,Unknown,Closed
SV 1901,TIF,2024-08-31 10:05+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-31 07:05:00+00:00,Unknown,Closed
SV 1669,AHB,2024-08-31 10:10+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-31 07:10:00+00:00,Unknown,Closed
XY 70,DMM,2024-08-31 10:10+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-31 07:10:00+00:00,Unknown,Closed
NE 163,CAI,2024-08-31 10:15+03:00,2.0,Boeing 737,Nesma,Departure,2024-08-31 07:15:00+00:00,Unknown,Closed
SV 572,AUH,2024-08-31 10:45+03:00,4.0,Airbus A321,Saudi Arabian,Departure,2024-08-31 07:45:00+00:00,Unknown,Closed
SV 1237,RAE,2024-08-31 10:50+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-31 07:50:00+00:00,Unknown,Closed
SV 1029,JED,2024-08-31 11:00+03:00,5.0,Boeing 777-300,Saudi Arabian,Departure,2024-08-31 08:00:00+00:00,Unknown,Closed
SV 774,COK,2024-08-31 11:10+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-31 08:10:00+00:00,Unknown,Closed
AI 1922,BOM,2024-08-31 11:25+03:00,2.0,Airbus A320 (Sharklets),Air India,Departure,2024-08-31 08:25:00+00:00,Unknown,Closed
XY 35,JED,2024-08-31 11:30+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-31 08:30:00+00:00,Unknown,Closed
SV 558,DXB,2024-08-31 11:30+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-31 08:30:00+00:00,Unknown,Closed
SV 417,CAI,2024-08-31 11:50+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-31 08:50:00+00:00,Unknown,Closed
XY 267,CAI,2024-08-31 12:00+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-31 09:00:00+00:00,Unknown,Closed
F3 607,CAI,2024-08-31 12:00+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-31 09:00:00+00:00,Unknown,Closed
SV 1031,JED,2024-08-31 12:00+03:00,5.0,Boeing 777-300,Saudi Arabian,Departure,2024-08-31 09:00:00+00:00,Unknown,Closed
SV 633,AMM,2024-08-31 12:05+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-31 09:05:00+00:00,Unknown,Closed
F3 53,TIF,2024-08-31 12:10+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-31 09:10:00+00:00,Unknown,Closed
KU 774,KWI,2024-08-31 12:25+03:00,2.0,Airbus A320 NEO,Kuwait Airways,Departure,2024-08-31 09:25:00+00:00,Unknown,Closed
SV 327,SSH,2024-08-31 12:40+03:00,4.0,Airbus A321,Saudi Arabian,Departure,2024-08-31 09:40:00+00:00,Unknown,Closed
XY 89,AHB,2024-08-31 12:55+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-31 09:55:00+00:00,Unknown,Closed
MS 652,CAI,2024-08-31 13:00+03:00,2.0,Airbus A330-300,EgyptAir,Departure,2024-08-31 10:00:00+00:00,Unknown,Closed
SV 1172,DMM,2024-08-31 13:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-31 10:00:00+00:00,Unknown,Closed
QR 1173,DOH,2024-08-31 13:15+03:00,3.0,Airbus A350-900,Qatar Airways,Departure,2024-08-31 10:15:00+00:00,Departed,Closed
SV 375,CMN,2024-08-31 13:20+03:00,4.0,Boeing 787-9,Saudi Arabian,Departure,2024-08-31 10:20:00+00:00,Unknown,Closed
J9 222,KWI,2024-08-31 13:25+03:00,2.0,Airbus A320,Jazeera Airways,Departure,2024-08-31 10:25:00+00:00,Unknown,Closed
SV 554,DXB,2024-08-31 13:45+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-31 10:45:00+00:00,Unknown,Closed
SV 1245,DWD,2024-08-31 13:55+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-31 10:55:00+00:00,Unknown,Closed
SV 1035,JED,2024-08-31 14:00+03:00,5.0,Boeing 777-300,Saudi Arabian,Departure,2024-08-31 11:00:00+00:00,Unknown,Closed
SV 1389,AJF,2024-08-31 14:30+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-31 11:30:00+00:00,Unknown,Closed
SV 1915,TIF,2024-08-31 14:35+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-31 11:35:00+00:00,Unknown,Closed
XY 85,AHB,2024-08-31 14:35+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-31 11:35:00+00:00,Unknown,Closed
SM 462,CAI,2024-08-31 14:40+03:00,2.0,Airbus A320,Air Cairo,Departure,2024-08-31 11:40:00+00:00,Unknown,Closed
SV 637,AMM,2024-08-31 14:55+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-31 11:55:00+00:00,Unknown,Closed
SV 1037,JED,2024-08-31 15:00+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-31 12:00:00+00:00,Unknown,Closed
E5 411,CAI,2024-08-31 15:10+03:00,2.0,Airbus A320,Air Arabia Egypt,Departure,2024-08-31 12:10:00+00:00,Unknown,Closed
F3 19,AHB,2024-08-31 15:20+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-31 12:20:00+00:00,Unknown,Closed
F3 573,IST,2024-08-31 15:25+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-31 12:25:00+00:00,Departed,Closed
XY 207,DXB,2024-08-31 15:50+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-31 12:50:00+00:00,Departed,Closed
SV 560,DXB,2024-08-31 16:00+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-31 13:00:00+00:00,Departed,Closed
SV 1787,GIZ,2024-08-31 16:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-31 13:00:00+00:00,Unknown,Closed
MS 690,CAI,2024-08-31 16:00+03:00,2.0,Boeing 737-800,EgyptAir,Departure,2024-08-31 13:00:00+00:00,Unknown,Closed
GF 190,BAH,2024-08-31 16:00+03:00,2.0,Airbus A320,Gulf Air,Departure,2024-08-31 13:00:00+00:00,Unknown,Closed
SV 1039,JED,2024-08-31 16:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-31 13:00:00+00:00,Unknown,Closed
SV 510,KWI,2024-08-31 16:05+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-31 13:05:00+00:00,Unknown,Closed
SV 1853,EAM,2024-08-31 16:15+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-31 13:15:00+00:00,Unknown,Closed
F3 131,JED,2024-08-31 16:25+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-31 13:25:00+00:00,Unknown,Closed
EY 318,AUH,2024-08-31 16:30+03:00,3.0,Airbus A320,Etihad Airways,Departure,2024-08-31 13:30:00+00:00,Unknown,Closed
XY 277,SSH,2024-08-31 16:35+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-31 13:35:00+00:00,Unknown,Closed
SV 313,CAI,2024-08-31 16:40+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-31 13:40:00+00:00,Unknown,Closed
F3 179,DMM,2024-08-31 16:50+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-31 13:50:00+00:00,Unknown,Closed
SV 1154,DMM,2024-08-31 17:00+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-31 14:00:00+00:00,Unknown,Closed
G9 155,SHJ,2024-08-31 17:00+03:00,1.0,Airbus A321 NEO,Air Arabia,Departure,2024-08-31 14:00:00+00:00,Unknown,Closed
XY 788,MED,2024-08-31 17:30+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-31 14:30:00+00:00,Departed,Closed
SV 1079,JED,2024-08-31 17:30+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-31 14:30:00+00:00,Unknown,Closed
F3 23,AHB,2024-08-31 17:50+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-31 14:50:00+00:00,Unknown,Closed
SV 1393,AJF,2024-08-31 17:55+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-31 14:55:00+00:00,Unknown,Closed
GF 168,BAH,2024-08-31 18:00+03:00,2.0,Boeing 787-9,Gulf Air,Departure,2024-08-31 15:00:00+00:00,Unknown,Closed
SV 1335,HAS,2024-08-31 18:10+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-31 15:10:00+00:00,Unknown,Closed
SV 1583,YNB,2024-08-31 18:15+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-31 15:15:00+00:00,Unknown,Closed
SV 333,HBE,2024-08-31 18:35+03:00,4.0,Airbus A321,Saudi Arabian,Departure,2024-08-31 15:35:00+00:00,Unknown,Closed
XY 349,HRG,2024-08-31 18:40+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-31 15:40:00+00:00,Unknown,Closed
F3 513,DXB,2024-08-31 18:50+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-31 15:50:00+00:00,Unknown,Closed
SV 1529,TUU,2024-08-31 18:50+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-31 15:50:00+00:00,Unknown,Closed
XY 59,JED,2024-08-31 19:00+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-31 16:00:00+00:00,Unknown,Closed
SV 1160,DMM,2024-08-31 19:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-31 16:00:00+00:00,Unknown,Closed
RJ 731,AMM,2024-08-31 19:15+03:00,2.0,Embraer 195,Royal Jordanian,Departure,2024-08-31 16:15:00+00:00,Unknown,Closed
SV 1785,GIZ,2024-08-31 19:20+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-31 16:20:00+00:00,Unknown,Closed
XY 259,SAW,2024-08-31 19:25+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-30 16:55:00+00:00,Unknown,Closed
XY 265,CAI,2024-08-31 19:40+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-31 16:40:00+00:00,Unknown,Closed
SV 1297,URY,2024-08-31 19:55+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-31 16:55:00+00:00,Unknown,Closed
SV 3434,HBE,2024-08-31 08:05+03:00,4.0,Airbus A321 NEO,Saudi Arabian,Arrival,2024-08-31 02:00:00+00:00,Unknown,Closed
G9 151,SHJ,2024-08-31 08:20+03:00,2.0,Airbus A320 (Sharklets),Air Arabia,Arrival,2024-08-31 03:35:00+00:00,Unknown,Closed
6E 73,BOM,2024-08-31 08:40+03:00,2.0,Airbus A320 NEO,IndiGo,Arrival,2024-08-31 01:25:00+00:00,Unknown,Closed
SV 1480,AQI,2024-08-31 08:55+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-31 04:45:00+00:00,Unknown,Closed
EY 357,AUH,2024-08-31 09:00+03:00,3.0,Airbus A321,Etihad Airways,Arrival,2024-08-31 04:00:00+00:00,Unknown,Closed
F3 102,JED,2024-08-31 09:10+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-31 04:30:00+00:00,Unknown,Closed
SV 1230,RAE,2024-08-31 09:15+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-31 04:30:00+00:00,Unknown,Closed
XY 84,AHB,2024-08-31 09:20+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-31 04:45:00+00:00,Unknown,Closed
SV 1522,TUU,2024-08-31 09:40+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-31 04:35:00+00:00,Unknown,Closed
XY 4,JED,2024-08-31 09:55+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-31 05:05:00+00:00,Unknown,Closed
SV 1139,DMM,2024-08-31 10:15+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-31 06:00:00+00:00,Unknown,Closed
AI 921,BOM,2024-08-31 10:25+03:00,2.0,Airbus A320 NEO,Air India,Arrival,2024-08-31 02:55:00+00:00,Unknown,Closed
SV 1842,EAM,2024-08-31 10:30+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-31 05:40:00+00:00,Unknown,Closed
SV 1664,AHB,2024-08-31 10:40+03:00,5.0,Airbus A330,Saudi Arabian,Arrival,2024-08-31 05:50:00+00:00,Unknown,Closed
F3 204,TUU,2024-08-31 10:45+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-31 05:45:00+00:00,Unknown,Closed
SV 1024,JED,2024-08-31 10:50+03:00,5.0,Airbus A330,Saudi Arabian,Arrival,2024-08-31 06:00:00+00:00,Unknown,Closed
XY 6,JED,2024-08-31 11:00+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-31 06:10:00+00:00,Unknown,Closed
SV 1708,ABT,2024-08-31 11:05+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-31 06:25:00+00:00,Unknown,Closed
SV 8294,URY,2024-08-31 11:15+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-31 06:15:00+00:00,Unknown,Closed
SV 563,DXB,2024-08-31 11:40+03:00,4.0,Airbus A320,Saudi Arabian,Arrival,2024-08-31 06:40:00+00:00,Expected,Closed
XY 94,MED,2024-08-31 11:50+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-31 07:25:00+00:00,Expected,Closed
MS 651,CAI,2024-08-31 12:00+03:00,2.0,Airbus A330-300,EgyptAir,Arrival,2024-08-31 06:25:00+00:00,Unknown,Closed
SV 1141,DMM,2024-08-31 12:15+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-31 08:00:00+00:00,Unknown,Closed
FZ 841,DXB,2024-08-31 12:15+03:00,2.0,Boeing 737-800,flydubai,Arrival,2024-08-31 07:15:00+00:00,Unknown,Closed
SV 1736,BHH,2024-08-31 12:35+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-31 08:05:00+00:00,Unknown,Closed
XY 71,DMM,2024-08-31 13:10+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-31 09:05:00+00:00,Unknown,Closed
XY 264,CAI,2024-08-31 13:35+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-31 07:50:00+00:00,Unknown,Closed
SV 1806,GIZ,2024-08-31 13:40+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-31 08:45:00+00:00,Unknown,Closed
F3 16,AHB,2024-08-31 13:45+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-31 09:05:00+00:00,Unknown,Closed
SV 1534,TUU,2024-08-31 13:50+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-31 08:45:00+00:00,Unknown,Closed
F3 506,DXB,2024-08-31 13:50+03:00,3.0,Airbus A320,flyadeal,Arrival,2024-08-31 08:50:00+00:00,Expected,Closed
SV 1900,TIF,2024-08-31 13:55+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-31 09:20:00+00:00,Unknown,Closed
SV 1143,DMM,2024-08-31 14:15+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-31 10:00:00+00:00,Unknown,Closed
E5 410,CAI,2024-08-31 14:20+03:00,2.0,Airbus A320,Air Arabia Egypt,Arrival,2024-08-31 08:40:00+00:00,Unknown,Closed
SV 310,CAI,2024-08-31 14:25+03:00,4.0,Airbus A330,Saudi Arabian,Arrival,2024-08-31 08:35:00+00:00,Unknown,Closed
SV 1510,TUI,2024-08-31 14:35+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-31 09:40:00+00:00,Unknown,Closed
SV 709,KHI,2024-08-31 14:45+03:00,4.0,Airbus A330,Saudi Arabian,Arrival,2024-08-31 08:30:00+00:00,Unknown,Closed
SV 1332,HAS,2024-08-31 14:50+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-31 10:30:00+00:00,Unknown,Closed
SV 1238,RAE,2024-08-31 15:00+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-31 10:15:00+00:00,Unknown,Closed
MS 689,CAI,2024-08-31 15:00+03:00,2.0,Boeing 737-800,EgyptAir,Arrival,2024-08-31 09:25:00+00:00,Unknown,Closed
WY 683,MCT,2024-08-31 15:15+03:00,2.0,Boeing 737 MAX 8,Oman Air,Arrival,2024-08-31 09:55:00+00:00,Unknown,Closed
XY 136,EAM,2024-08-31 15:20+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-31 10:50:00+00:00,Unknown,Closed
SV 1864,EAM,2024-08-31 15:25+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-31 10:35:00+00:00,Unknown,Closed
F3 120,JED,2024-08-31 15:35+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-31 10:55:00+00:00,Unknown,Closed
XY 274,CAI,2024-08-31 15:40+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-31 09:55:00+00:00,Unknown,Closed
XY 36,JED,2024-08-31 16:00+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-31 11:10:00+00:00,Unknown,Closed
SV 1524,TUU,2024-08-31 16:00+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-31 10:55:00+00:00,Unknown,Closed
F3 606,CAI,2024-08-31 16:00+03:00,3.0,Airbus A320,flyadeal,Arrival,2024-08-31 10:10:00+00:00,Unknown,Closed
F3 76,EAM,2024-08-31 16:15+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-31 11:30:00+00:00,Unknown,Closed
F3 526,DWC,2024-08-31 16:20+03:00,3.0,Airbus A320 NEO,flyadeal,Arrival,2024-08-31 11:20:00+00:00,Expected,Closed
SV 1244,DWD,2024-08-31 16:35+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-31 12:40:00+00:00,Unknown,Closed
XY 787,MED,2024-08-31 16:45+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-31 12:20:00+00:00,Expected,Closed
SV 559,DXB,2024-08-31 16:55+03:00,4.0,Airbus A320,Saudi Arabian,Arrival,2024-08-31 12:00:00+00:00,Expected,Closed
GF 167,BAH,2024-08-31 17:00+03:00,2.0,Boeing 787-9,Gulf Air,Arrival,2024-08-31 12:45:00+00:00,Unknown,Closed
F3 138,JED,2024-08-31 17:10+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-31 12:30:00+00:00,Unknown,Closed
XY 232,KWI,2024-08-31 17:15+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-31 12:55:00+00:00,Unknown,Closed
XY 150,AJF,2024-08-31 17:25+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-31 12:45:00+00:00,Unknown,Closed
XY 258,SAW,2024-08-31 17:40+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-31 10:50:00+00:00,Unknown,Closed
SV 634,AMM,2024-08-31 17:45+03:00,4.0,Airbus A320,Saudi Arabian,Arrival,2024-08-31 12:25:00+00:00,Unknown,Closed
SV 1038,JED,2024-08-31 17:50+03:00,5.0,Boeing 777,Saudi Arabian,Arrival,2024-08-31 13:00:00+00:00,Unknown,Closed
F3 122,JED,2024-08-31 17:55+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-31 13:10:00+00:00,Unknown,Closed
SV 1672,AHB,2024-08-31 18:05+03:00,5.0,Airbus A330,Saudi Arabian,Arrival,2024-08-31 13:15:00+00:00,Unknown,Closed
SV 1145,DMM,2024-08-31 18:15+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-31 14:00:00+00:00,Unknown,Closed
RJ 730,AMM,2024-08-31 18:25+03:00,2.0,Embraer 195,Royal Jordanian,Arrival,2024-08-31 13:15:00+00:00,Unknown,Closed
F3 608,CAI,2024-08-31 18:30+03:00,3.0,Airbus A320,flyadeal,Arrival,2024-08-31 12:40:00+00:00,Unknown,Closed
XY 142,ABT,2024-08-31 18:35+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-31 14:05:00+00:00,Unknown,Closed
SV 1232,RAE,2024-08-31 18:40+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-31 14:00:00+00:00,Unknown,Closed
SV 328,SSH,2024-08-31 18:45+03:00,4.0,Airbus A321,Saudi Arabian,Arrival,2024-08-31 13:20:00+00:00,Unknown,Closed
SV 1040,JED,2024-08-31 18:50+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-31 14:00:00+00:00,Unknown,Closed
F3 126,JED,2024-08-31 19:00+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-31 14:20:00+00:00,Unknown,Closed
SV 144,CDG,2024-08-31 19:20+03:00,4.0,Boeing 777,Saudi Arabian,Arrival,2024-08-31 10:00:00+00:00,Expected,Closed
F3 20,AHB,2024-08-31 19:20+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-31 14:40:00+00:00,Unknown,Closed
XY 224,DOH,2024-08-31 19:25+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-31 15:05:00+00:00,Expected,Closed
F3 148,JED,2024-08-31 19:45+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-31 15:05:00+00:00,Unknown,Closed
SV 511,KWI,2024-08-31 19:45+03:00,4.0,Airbus A320,Saudi Arabian,Arrival,2024-08-31 15:20:00+00:00,Unknown,Closed
SV 1462,MED,2024-08-31 19:50+03:00,5.0,Airbus A330,Saudi Arabian,Arrival,2024-08-31 15:10:00+00:00,Expected,Closed
SV 1023,JED,2024-09-01 08:00+03:00,5.0,Boeing 787-9,Saudi Arabian,Departure,2024-09-01 05:00:00+00:00,Unknown,Closed
J9 230,KWI,2024-09-01 08:10+03:00,2.0,Airbus A320,Jazeera Airways,Departure,2024-09-01 05:10:00+00:00,Unknown,Closed
