flight_number,airport_code,departure/arrival_time_local,terminal,aircraft_model,airline_name,type,scheduled_datetime_flight,flight_status,gate_status
F3 225,MED,2024-08-11 10:15+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-11 07:15:00+00:00,Departed,Closed
SV 263,IST,2024-08-11 10:30+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-11 07:30:00+00:00,Departed,Closed
SV 572,AUH,2024-08-11 10:45+03:00,4.0,Airbus A321,Saudi Arabian,Departure,2024-08-11 07:45:00+00:00,Unknown,Closed
SV 1029,JED,2024-08-11 11:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-11 08:00:00+00:00,Unknown,Closed
SV 1865,EAM,2024-08-11 11:05+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-11 08:05:00+00:00,Unknown,Closed
F3 525,DWC,2024-08-11 11:25+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-11 08:25:00+00:00,Unknown,Closed
SV 558,DXB,2024-08-11 11:30+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-11 08:30:00+00:00,Departed,Closed
PK 766,ISB,2024-08-11 11:30+03:00,2.0,Boeing 777-300,Pakistan International,Departure,2024-08-11 08:30:00+00:00,Unknown,Closed
F3 541,AMM,2024-08-11 11:40+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-11 08:40:00+00:00,Unknown,Closed
ME 425,BEY,2024-08-11 11:50+03:00,3.0,Airbus A320,Middle East,Departure,2024-08-11 08:50:00+00:00,Unknown,Closed
SV 1031,JED,2024-08-11 12:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-11 09:00:00+00:00,Unknown,Closed
F3 607,CAI,2024-08-11 12:00+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-11 09:00:00+00:00,Unknown,Closed
XY 267,CAI,2024-08-11 12:00+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-11 09:00:00+00:00,Unknown,Closed
GF 164,BAH,2024-08-11 12:05+03:00,2.0,Boeing 787-9,Gulf Air,Departure,2024-08-11 09:05:00+00:00,Unknown,Closed
TK 143,IST,2024-08-11 12:15+03:00,3.0,Airbus A321,Turkish,Departure,2024-08-11 09:15:00+00:00,Departed,Closed
KU 774,KWI,2024-08-11 12:25+03:00,2.0,Airbus A320 NEO,Kuwait Airways,Departure,2024-08-11 09:25:00+00:00,Unknown,Closed
F3 25,AHB,2024-08-11 12:35+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-11 09:35:00+00:00,Unknown,Closed
QR 1173,DOH,2024-08-11 12:45+03:00,3.0,Airbus A350-900,Qatar Airways,Departure,2024-08-11 09:45:00+00:00,Unknown,Closed
SV 1461,MED,2024-08-11 12:55+03:00,5.0,Airbus A330,Saudi Arabian,Departure,2024-08-11 09:55:00+00:00,Departed,Closed
SV 736,LHE,2024-08-11 13:00+03:00,4.0,Boeing 777-300,Saudi Arabian,Departure,2024-08-11 10:00:00+00:00,Unknown,Closed
FZ 842,DXB,2024-08-11 13:15+03:00,2.0,Boeing 737,flydubai,Departure,2024-08-11 10:15:00+00:00,Unknown,Closed
XY 149,AJF,2024-08-11 13:20+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-11 10:20:00+00:00,Unknown,Closed
J9 222,KWI,2024-08-11 13:25+03:00,2.0,Airbus A320,Jazeera Airways,Departure,2024-08-11 10:25:00+00:00,Unknown,Closed
XY 231,KWI,2024-08-11 13:35+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-11 10:35:00+00:00,Unknown,Closed
SV 554,DXB,2024-08-11 13:45+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-11 10:45:00+00:00,Departed,Closed
XY 217,DXB,2024-08-11 13:50+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-11 10:50:00+00:00,Unknown,Closed
F3 127,JED,2024-08-11 14:00+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-11 11:00:00+00:00,Unknown,Closed
SV 1527,TUU,2024-08-11 14:15+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-11 11:15:00+00:00,Unknown,Closed
XY 85,AHB,2024-08-11 14:35+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-11 11:35:00+00:00,Unknown,Closed
XY 305,TZX,2024-08-11 14:55+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-11 11:55:00+00:00,Unknown,Closed
SV 1150,DMM,2024-08-11 15:00+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-11 12:00:00+00:00,Unknown,Closed
E5 411,CAI,2024-08-11 15:10+03:00,2.0,Airbus A320,Air Arabia Egypt,Departure,2024-08-11 12:10:00+00:00,Unknown,Closed
F3 19,AHB,2024-08-11 15:20+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-11 12:20:00+00:00,Unknown,Closed
SV 1463,MED,2024-08-11 15:30+03:00,5.0,Airbus A330,Saudi Arabian,Departure,2024-08-11 12:30:00+00:00,Departed,Closed
XY 207,DXB,2024-08-11 15:50+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-11 12:50:00+00:00,Departed,Closed
SV 1507,RAH,2024-08-11 15:55+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-11 12:55:00+00:00,Unknown,Closed
SV 560,DXB,2024-08-11 16:00+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-11 13:00:00+00:00,Departed,Closed
XY 355,TIA,2024-08-11 16:00+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-11 13:00:00+00:00,Unknown,Closed
SV 1787,GIZ,2024-08-11 16:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-11 13:00:00+00:00,Unknown,Closed
GF 190,BAH,2024-08-11 16:00+03:00,2.0,Airbus A320,Gulf Air,Departure,2024-08-11 13:00:00+00:00,Unknown,Closed
SV 510,KWI,2024-08-11 16:05+03:00,4.0,Airbus A321,Saudi Arabian,Departure,2024-08-11 13:05:00+00:00,Unknown,Closed
MS 690,CAI,2024-08-11 16:10+03:00,2.0,Airbus A330,EgyptAir,Departure,2024-08-11 13:10:00+00:00,Unknown,Closed
XY 271,CAI,2024-08-11 16:25+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-11 13:25:00+00:00,Unknown,Closed
F3 131,JED,2024-08-11 16:25+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-11 13:25:00+00:00,Unknown,Closed
J9 226,KWI,2024-08-11 16:30+03:00,2.0,Airbus A320 NEO,Jazeera Airways,Departure,2024-08-11 13:30:00+00:00,Unknown,Closed
SV 1927,WAE,2024-08-11 16:35+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-11 13:35:00+00:00,Unknown,Closed
F3 21,AHB,2024-08-11 16:40+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-11 13:40:00+00:00,Unknown,Closed
F3 229,MED,2024-08-11 16:55+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-11 13:55:00+00:00,Departed,Closed
XY 133,HAS,2024-08-11 17:00+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-11 14:00:00+00:00,Unknown,Closed
G9 155,SHJ,2024-08-11 17:00+03:00,1.0,Airbus A321,Air Arabia,Departure,2024-08-11 14:00:00+00:00,Unknown,Closed
F3 511,DXB,2024-08-11 17:30+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-11 14:30:00+00:00,Unknown,Closed
XY 385,TZX,2024-08-11 17:30+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-11 14:30:00+00:00,Unknown,Closed
XY 74,DMM,2024-08-11 17:45+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-11 14:45:00+00:00,Unknown,Closed
F3 587,TBS,2024-08-11 17:50+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-11 14:50:00+00:00,Departed,Closed
F3 137,JED,2024-08-11 17:55+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-11 14:55:00+00:00,Unknown,Closed
SV 552,DXB,2024-08-11 18:00+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-11 15:00:00+00:00,Unknown,Closed
XY 233,BAH,2024-08-11 18:00+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-11 15:00:00+00:00,Unknown,Closed
SV 1043,JED,2024-08-11 18:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-11 15:00:00+00:00,Unknown,Closed
F3 595,BJV,2024-08-11 18:10+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-11 15:10:00+00:00,Departed,Closed
XY 269,CAI,2024-08-11 18:15+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-11 15:15:00+00:00,Unknown,Closed
SV 1583,YNB,2024-08-11 18:15+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-11 15:15:00+00:00,Unknown,Closed
SV 1677,AHB,2024-08-11 18:35+03:00,5.0,Airbus A330,Saudi Arabian,Departure,2024-08-11 15:35:00+00:00,Unknown,Closed
SV 333,HBE,2024-08-11 18:35+03:00,4.0,Airbus A321,Saudi Arabian,Departure,2024-08-11 15:35:00+00:00,Unknown,Closed
F3 139,JED,2024-08-11 18:45+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-11 15:45:00+00:00,Unknown,Closed
XY 209,DXB,2024-08-11 18:50+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-11 15:50:00+00:00,Unknown,Closed
PR 655,MNL,2024-08-11 18:50+03:00,2.0,Airbus A330-300,Philippine,Departure,2024-08-10 15:50:00+00:00,Departed,Closed
SV 1160,DMM,2024-08-11 19:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-11 16:00:00+00:00,Unknown,Closed
XY 59,JED,2024-08-11 19:00+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-11 16:00:00+00:00,Unknown,Closed
XY 253,AMM,2024-08-11 19:00+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-11 16:00:00+00:00,Unknown,Closed
RJ 731,AMM,2024-08-11 19:15+03:00,2.0,Airbus A319,Royal Jordanian,Departure,2024-08-11 16:15:00+00:00,Unknown,Closed
SV 1905,TIF,2024-08-11 19:15+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-11 16:15:00+00:00,Unknown,Closed
SV 1785,GIZ,2024-08-11 19:20+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-11 16:20:00+00:00,Unknown,Closed
XY 97,MED,2024-08-11 19:20+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-11 16:20:00+00:00,Departed,Closed
SV 1465,MED,2024-08-11 19:35+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-11 16:35:00+00:00,Departed,Closed
XY 335,BUS,2024-08-11 19:40+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-11 16:40:00+00:00,Departed,Closed
SV 1297,URY,2024-08-11 19:55+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-11 16:55:00+00:00,Unknown,Closed
SV 3434,HBE,2024-08-11 08:05+03:00,4.0,Airbus A320,Saudi Arabian,Arrival,2024-08-11 02:00:00+00:00,Unknown,Closed
G9 151,SHJ,2024-08-11 08:20+03:00,1.0,Airbus A320,Air Arabia,Arrival,2024-08-11 03:35:00+00:00,Unknown,Closed
SV 1662,AHB,2024-08-11 08:40+03:00,5.0,Airbus A330,Saudi Arabian,Arrival,2024-08-11 03:50:00+00:00,Unknown,Closed
FZ 847,DXB,2024-08-11 08:50+03:00,2.0,Boeing 737,flydubai,Arrival,2024-08-11 03:50:00+00:00,Unknown,Closed
SV 276,IST,2024-08-11 08:55+03:00,4.0,Airbus A330,Saudi Arabian,Arrival,2024-08-11 01:30:00+00:00,Expected,Closed
SV 1394,AJF,2024-08-11 09:00+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-11 04:20:00+00:00,Unknown,Closed
SV 1902,TIF,2024-08-11 09:10+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-11 04:35:00+00:00,Unknown,Closed
F3 102,JED,2024-08-11 09:10+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-11 04:30:00+00:00,Unknown,Closed
SV 1230,RAE,2024-08-11 09:15+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-11 04:30:00+00:00,Unknown,Closed
F3 32,GIZ,2024-08-11 09:30+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-11 04:40:00+00:00,Unknown,Closed
SV 1022,JED,2024-08-11 09:50+03:00,5.0,Airbus A330,Saudi Arabian,Arrival,2024-08-11 05:00:00+00:00,Unknown,Closed
F3 104,JED,2024-08-11 10:10+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-11 05:30:00+00:00,Unknown,Closed
SV 1139,DMM,2024-08-11 10:15+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-11 06:00:00+00:00,Unknown,Closed
XY 82,AHB,2024-08-11 10:30+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 05:55:00+00:00,Unknown,Closed
XY 106,GIZ,2024-08-11 10:35+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 05:45:00+00:00,Unknown,Closed
F3 224,MED,2024-08-11 10:40+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-11 06:10:00+00:00,Expected,Closed
SV 1024,JED,2024-08-11 10:50+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-11 06:00:00+00:00,Unknown,Closed
GF 163,BAH,2024-08-11 10:55+03:00,2.0,Boeing 787-9,Gulf Air,Arrival,2024-08-11 06:40:00+00:00,Unknown,Closed
SV 1708,ABT,2024-08-11 11:05+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-11 06:25:00+00:00,Unknown,Closed
QR 1172,DOH,2024-08-11 11:15+03:00,3.0,Airbus A350-900,Qatar Airways,Arrival,2024-08-11 06:45:00+00:00,Unknown,Closed
XY 256,AMM,2024-08-11 11:15+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 06:22:00+00:00,Expected,Closed
SV 563,DXB,2024-08-11 11:40+03:00,4.0,Airbus A320,Saudi Arabian,Arrival,2024-08-11 06:40:00+00:00,Unknown,Closed
XY 94,MED,2024-08-11 11:50+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 07:25:00+00:00,Expected,Closed
SV 1272,ELQ,2024-08-11 12:10+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-11 08:05:00+00:00,Unknown,Closed
SV 1141,DMM,2024-08-11 12:15+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-11 08:00:00+00:00,Unknown,Closed
XY 20,JED,2024-08-11 12:25+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 07:35:00+00:00,Unknown,Closed
SV 1736,BHH,2024-08-11 12:35+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-11 08:05:00+00:00,Unknown,Closed
J9 221,KWI,2024-08-11 12:40+03:00,2.0,Airbus A320,Jazeera Airways,Arrival,2024-08-11 08:25:00+00:00,Unknown,Closed
SV 1294,URY,2024-08-11 12:50+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-11 07:50:00+00:00,Unknown,Closed
H9 573,KTM,2024-08-11 13:05+03:00,2.0,Airbus A320,Himalaya,Arrival,2024-08-11 04:30:00+00:00,Unknown,Closed
XY 264,CAI,2024-08-11 13:35+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 07:50:00+00:00,Unknown,Closed
SV 1806,GIZ,2024-08-11 13:40+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-11 08:45:00+00:00,Unknown,Closed
F3 226,MED,2024-08-11 13:50+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-11 09:20:00+00:00,Expected,Closed
SV 1030,JED,2024-08-11 13:50+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-11 09:00:00+00:00,Unknown,Closed
SV 1900,TIF,2024-08-11 13:55+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-11 09:20:00+00:00,Unknown,Closed
SV 1575,ULH,2024-08-11 14:10+03:00,5.0,Boeing 777-300,Saudi Arabian,Arrival,2024-08-11 09:25:00+00:00,Unknown,Closed
XY 22,JED,2024-08-11 14:20+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 09:30:00+00:00,Unknown,Closed
SV 310,CAI,2024-08-11 14:25+03:00,4.0,Airbus A330,Saudi Arabian,Arrival,2024-08-11 08:35:00+00:00,Unknown,Closed
SV 1510,TUI,2024-08-11 14:35+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-11 09:40:00+00:00,Unknown,Closed
XY 304,TZX,2024-08-11 14:45+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 08:30:00+00:00,Unknown,Closed
XY 310,TBS,2024-08-11 14:45+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 08:35:00+00:00,Expected,Closed
SV 1238,RAE,2024-08-11 15:00+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-11 10:15:00+00:00,Unknown,Closed
XY 160,ULH,2024-08-11 15:00+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 10:25:00+00:00,Unknown,Closed
XY 390,BJV,2024-08-11 15:05+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 08:15:00+00:00,Expected,Closed
EY 317,AUH,2024-08-11 15:15+03:00,3.0,Airbus A320,Etihad Airways,Arrival,2024-08-11 10:15:00+00:00,Unknown,Closed
XY 136,EAM,2024-08-11 15:20+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 10:50:00+00:00,Unknown,Closed
XY 252,AMM,2024-08-11 15:25+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 10:22:00+00:00,Expected,Closed
F3 120,JED,2024-08-11 15:35+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-11 10:55:00+00:00,Unknown,Closed
J9 225,KWI,2024-08-11 15:45+03:00,2.0,Airbus A320 NEO,Jazeera Airways,Arrival,2024-08-11 11:30:00+00:00,Unknown,Closed
SV 829,KUL,2024-08-11 15:55+03:00,4.0,Boeing 777,Saudi Arabian,Arrival,2024-08-11 05:00:00+00:00,Expected,Closed
SV 1524,TUU,2024-08-11 16:00+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-11 10:55:00+00:00,Unknown,Closed
XY 36,JED,2024-08-11 16:00+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 11:10:00+00:00,Unknown,Closed
G9 154,SHJ,2024-08-11 16:00+03:00,1.0,Airbus A321,Air Arabia,Arrival,2024-08-11 11:15:00+00:00,Unknown,Closed
SV 1173,DMM,2024-08-11 16:15+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-11 12:00:00+00:00,Unknown,Closed
F3 76,EAM,2024-08-11 16:15+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-11 11:30:00+00:00,Unknown,Closed
F3 586,GYD,2024-08-11 16:30+03:00,3.0,Airbus A320,flyadeal,Arrival,2024-08-11 09:50:00+00:00,Unknown,Closed
F3 26,AHB,2024-08-11 16:40+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-11 12:00:00+00:00,Unknown,Closed
XY 90,AHB,2024-08-11 16:55+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 12:20:00+00:00,Unknown,Closed
SV 559,DXB,2024-08-11 17:05+03:00,4.0,Airbus A330,Saudi Arabian,Arrival,2024-08-11 12:18:00+00:00,Expected,Closed
XY 206,DXB,2024-08-11 17:10+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 12:48:00+00:00,Expected,Closed
SV 1460,MED,2024-08-11 17:10+03:00,5.0,Airbus A330,Saudi Arabian,Arrival,2024-08-11 12:30:00+00:00,Expected,Closed
F3 542,AMM,2024-08-11 17:15+03:00,3.0,Airbus A320,flyadeal,Arrival,2024-08-11 12:04:00+00:00,Expected,Closed
F3 580,TZX,2024-08-11 17:25+03:00,3.0,Airbus A320,flyadeal,Arrival,2024-08-11 10:50:00+00:00,Unknown,Closed
XY 258,SAW,2024-08-11 17:40+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 10:50:00+00:00,Unknown,Closed
SV 1038,JED,2024-08-11 17:50+03:00,5.0,Airbus A330-300,Saudi Arabian,Arrival,2024-08-11 13:00:00+00:00,Unknown,Closed
EK 817,DXB,2024-08-11 18:00+03:00,2.0,Airbus A380-800,Emirates,Arrival,2024-08-11 12:55:00+00:00,Unknown,Closed
SV 1145,DMM,2024-08-11 18:15+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-11 14:00:00+00:00,Unknown,Closed
XY 60,JED,2024-08-11 18:15+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 13:25:00+00:00,Unknown,Closed
XY 222,DXB,2024-08-11 18:15+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 13:20:00+00:00,Unknown,Closed
XY 268,CAI,2024-08-11 18:30+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 12:45:00+00:00,Unknown,Closed
XY 384,PRG,2024-08-11 18:30+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 09:35:00+00:00,Expected,Closed
SV 110,LHR,2024-08-11 18:45+03:00,4.0,Boeing 777-300,Saudi Arabian,Arrival,2024-08-11 09:00:00+00:00,Expected,Closed
SV 418,CAI,2024-08-11 18:50+03:00,4.0,Airbus A330,Saudi Arabian,Arrival,2024-08-11 13:00:00+00:00,Unknown,Closed
SV 1040,JED,2024-08-11 18:50+03:00,5.0,Boeing 777,Saudi Arabian,Arrival,2024-08-11 14:00:00+00:00,Unknown,Closed
SV 120,LHR,2024-08-11 18:55+03:00,4.0,Boeing 777-300,Saudi Arabian,Arrival,2024-08-11 09:10:00+00:00,Expected,Closed
F3 126,JED,2024-08-11 19:00+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-11 14:20:00+00:00,Unknown,Closed
SV 1526,TUU,2024-08-11 19:05+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-11 14:00:00+00:00,Unknown,Closed
SV 1080,JED,2024-08-11 19:15+03:00,5.0,Boeing 787-9,Saudi Arabian,Arrival,2024-08-11 14:30:00+00:00,Unknown,Closed
SV 144,CDG,2024-08-11 19:20+03:00,4.0,Boeing 777,Saudi Arabian,Arrival,2024-08-11 10:00:00+00:00,Unknown,Closed
SV 1508,RAH,2024-08-11 19:25+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-11 15:00:00+00:00,Unknown,Closed
SV 511,KWI,2024-08-11 19:45+03:00,4.0,Airbus A321,Saudi Arabian,Arrival,2024-08-11 15:20:00+00:00,Unknown,Closed
XY 138,EAM,2024-08-11 19:50+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-11 15:20:00+00:00,Unknown,Closed
SV 1926,WAE,2024-08-11 19:50+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-11 15:35:00+00:00,Unknown,Closed
SV 1023,JED,2024-08-12 08:00+03:00,5.0,Boeing 777-300,Saudi Arabian,Departure,2024-08-12 05:00:00+00:00,Unknown,Closed
XY 93,MED,2024-08-12 08:10+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-12 05:10:00+00:00,Departed,Closed
J9 230,KWI,2024-08-12 08:10+03:00,2.0,Airbus A320,Jazeera Airways,Departure,2024-08-12 05:10:00+00:00,Unknown,Closed
F3 111,JED,2024-08-12 08:35+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-12 05:35:00+00:00,Unknown,Closed
XY 13,JED,2024-08-12 08:40+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-12 05:40:00+00:00,Unknown,Closed
SV 37,IAD,2024-08-12 08:50+03:00,4.0,Boeing 777-300,Saudi Arabian,Departure,2024-08-12 05:50:00+00:00,Unknown,Closed
SV 1533,TUU,2024-08-12 08:55+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-12 05:55:00+00:00,Unknown,Closed
SV 596,DXB,2024-08-12 09:00+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-12 06:00:00+00:00,Unknown,Closed
SV 1025,JED,2024-08-12 09:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-12 06:00:00+00:00,Unknown,Closed
PK 754,ISB,2024-08-12 09:00+03:00,2.0,Boeing 777-200,Pakistan International,Departure,2024-08-12 06:00:00+00:00,Unknown,Closed
SV 213,MXP,2024-08-12 09:05+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-12 06:05:00+00:00,Departed,Closed
G9 152,SHJ,2024-08-12 09:10+03:00,1.0,Airbus A320,Air Arabia,Departure,2024-08-12 06:10:00+00:00,Unknown,Closed
SV 121,LHR,2024-08-12 09:15+03:00,4.0,Boeing 777-300,Saudi Arabian,Departure,2024-08-12 06:15:00+00:00,Departed,Closed
SV 235,ZRH,2024-08-12 09:25+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-12 06:25:00+00:00,Departed,Closed
F3 605,CAI,2024-08-12 09:30+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-12 06:30:00+00:00,Unknown,Closed
6E 74,BOM,2024-08-12 09:40+03:00,2.0,Airbus A320 NEO,IndiGo,Departure,2024-08-12 06:40:00+00:00,Unknown,Closed
SV 171,MUC,2024-08-12 09:45+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-12 06:45:00+00:00,Departed,Closed
FZ 848,DXB,2024-08-12 09:50+03:00,2.0,Boeing 737,flydubai,Departure,2024-08-12 06:50:00+00:00,Unknown,Closed
XY 251,AMM,2024-08-12 10:00+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-12 07:00:00+00:00,Unknown,Closed
XY 139,ABT,2024-08-12 10:05+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-12 07:05:00+00:00,Unknown,Closed
EY 358,AUH,2024-08-12 10:05+03:00,3.0,Airbus A320,Etihad Airways,Departure,2024-08-12 07:05:00+00:00,Unknown,Closed
XY 70,DMM,2024-08-12 10:10+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-12 07:10:00+00:00,Unknown,Closed
SV 153,VIE,2024-08-12 10:40+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-12 07:40:00+00:00,Departed,Closed
SV 1237,RAE,2024-08-12 10:50+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-12 07:50:00+00:00,Unknown,Closed
SV 1140,DMM,2024-08-12 11:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-12 08:00:00+00:00,Unknown,Closed
SV 1525,TUU,2024-08-12 11:10+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-12 08:10:00+00:00,Unknown,Closed
F3 119,JED,2024-08-12 11:25+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-12 08:25:00+00:00,Unknown,Closed
XY 35,JED,2024-08-12 11:30+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-12 08:30:00+00:00,Unknown,Closed
F3 541,AMM,2024-08-12 11:40+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-12 08:40:00+00:00,Unknown,Closed
ME 425,BEY,2024-08-12 11:50+03:00,3.0,Airbus A320,Middle East,Departure,2024-08-12 08:50:00+00:00,Unknown,Closed
